subj,item,condition,order,region,position,RT
11,9,a,TSV,2,adv1,584
11,9,a,TSV,3,d2,515
11,9,a,TSV,4,na,1191
11,9,a,TSV,5,adv2,447
11,9,a,TSV,6,v,489
11,9,a,TSV,7,-,553
11,9,a,TSV,8,-,620
11,9,a,TSV,?,1,1307
11,5,a,TSV,0,d1,586
11,5,a,TSV,1,np,498
11,5,a,TSV,2,adv1,466
11,5,a,TSV,3,d2,519
11,5,a,TSV,4,na,529
11,5,a,TSV,5,adv2,445
11,5,a,TSV,6,v,521
11,5,a,TSV,7,-,545
11,5,a,TSV,8,-,1462
11,5,a,TSV,9,-,511
11,5,a,TSV,?,1,1202
11,1,a,TSV,0,d1,454
11,1,a,TSV,1,np,407
11,1,a,TSV,2,adv1,483
11,1,a,TSV,3,d2,469
11,1,a,TSV,4,na,464
11,1,a,TSV,5,adv2,563
11,1,a,TSV,6,v,412
11,1,a,TSV,7,-,443
11,1,a,TSV,8,-,517
11,1,a,TSV,?,1,1466
11,8,b,SVO,0,adv1,498
11,8,b,SVO,1,d2,536
11,8,b,SVO,2,na,485
11,8,b,SVO,3,adv2,470
11,8,b,SVO,4,v,572
11,8,b,SVO,5,d1,561
11,8,b,SVO,6,np,665
11,8,b,SVO,7,-,580
11,8,b,SVO,8,-,588
11,8,b,SVO,9,-,788
11,8,b,SVO,?,1,1126
11,11,a,TSV,0,d1,485
11,11,a,TSV,1,np,459
11,11,a,TSV,2,adv1,568
11,11,a,TSV,3,d2,641
11,11,a,TSV,4,na,534
11,11,a,TSV,5,adv2,439
11,11,a,TSV,6,v,472
11,11,a,TSV,7,-,419
11,11,a,TSV,8,-,527
11,11,a,TSV,?,1,1349
11,3,a,TSV,0,d1,416
11,3,a,TSV,1,np,447
11,3,a,TSV,2,adv1,455
11,3,a,TSV,3,d2,456
11,3,a,TSV,4,na,597
11,3,a,TSV,5,adv2,492
11,3,a,TSV,6,v,530
11,3,a,TSV,7,-,512
11,3,a,TSV,8,-,481
11,3,a,TSV,9,-,663
11,3,a,TSV,?,1,2790
11,10,b,SVO,0,adv1,371
11,10,b,SVO,1,d2,540
11,10,b,SVO,2,na,466
11,10,b,SVO,3,adv2,407
11,10,b,SVO,4,v,479
11,10,b,SVO,5,d1,527
11,10,b,SVO,6,np,475
11,10,b,SVO,7,-,555
11,10,b,SVO,8,-,812
11,10,b,SVO,?,1,2213
11,16,b,SVO,0,adv1,439
11,16,b,SVO,1,d2,394
11,16,b,SVO,2,na,399
11,16,b,SVO,3,adv2,417
11,16,b,SVO,4,v,477
11,16,b,SVO,5,d1,389
11,16,b,SVO,6,np,416
11,16,b,SVO,7,-,455
11,16,b,SVO,8,-,616
11,16,b,SVO,?,1,1105
11,14,b,SVO,0,adv1,462
11,14,b,SVO,1,d2,505
11,14,b,SVO,2,na,517
11,14,b,SVO,3,adv2,433
11,14,b,SVO,4,v,455
11,14,b,SVO,5,d1,454
11,14,b,SVO,6,np,428
11,14,b,SVO,7,-,410
11,14,b,SVO,8,-,424
11,14,b,SVO,9,-,460
11,14,b,SVO,?,1,1477
11,13,a,TSV,0,d1,418
11,13,a,TSV,1,np,474
11,13,a,TSV,2,adv1,483
11,13,a,TSV,3,d2,472
11,13,a,TSV,4,na,506
11,13,a,TSV,5,adv2,390
11,13,a,TSV,6,v,616
11,13,a,TSV,7,-,780
11,13,a,TSV,8,-,439
11,13,a,TSV,?,1,1377
11,6,b,SVO,0,adv1,430
11,6,b,SVO,1,d2,445
11,6,b,SVO,2,na,464
11,6,b,SVO,3,adv2,542
11,6,b,SVO,4,v,531
11,6,b,SVO,5,d1,399
11,6,b,SVO,6,np,466
11,6,b,SVO,7,-,449
11,6,b,SVO,8,-,466
11,6,b,SVO,?,1,1095
11,4,b,SVO,0,adv1,472
11,4,b,SVO,1,d2,1346
11,4,b,SVO,2,na,424
11,4,b,SVO,3,adv2,367
11,4,b,SVO,4,v,435
11,4,b,SVO,5,d1,396
11,4,b,SVO,6,np,388
11,4,b,SVO,7,-,428
11,4,b,SVO,8,-,660
11,4,b,SVO,?,1,1011
11,15,a,TSV,0,d1,412
11,15,a,TSV,1,np,478
11,15,a,TSV,2,adv1,648
11,15,a,TSV,3,d2,497
11,15,a,TSV,4,na,1473
11,15,a,TSV,5,adv2,480
11,15,a,TSV,6,v,606
11,15,a,TSV,7,-,449
11,15,a,TSV,8,-,407
11,15,a,TSV,9,-,456
11,15,a,TSV,?,1,1303
12,12,b,SVO,0,adv1,405
12,12,b,SVO,1,d2,409
12,12,b,SVO,2,na,392
12,12,b,SVO,3,adv2,319
12,12,b,SVO,4,v,276
12,12,b,SVO,5,d1,314
12,12,b,SVO,6,np,312
12,12,b,SVO,7,-,327
12,12,b,SVO,8,-,358
12,12,b,SVO,?,1,2741
12,10,b,SVO,0,adv1,310
12,10,b,SVO,1,d2,193
12,10,b,SVO,2,na,439
12,10,b,SVO,3,adv2,318
12,10,b,SVO,4,v,299
12,10,b,SVO,5,d1,334
12,10,b,SVO,6,np,337
12,10,b,SVO,7,-,308
12,10,b,SVO,8,-,558
12,10,b,SVO,?,1,1129
12,5,a,TSV,0,d1,474
12,5,a,TSV,1,np,241
12,5,a,TSV,2,adv1,235
12,5,a,TSV,3,d2,283
12,5,a,TSV,4,na,296
12,5,a,TSV,5,adv2,451
12,5,a,TSV,6,v,411
12,5,a,TSV,7,-,312
12,5,a,TSV,8,-,264
12,5,a,TSV,9,-,508
12,5,a,TSV,?,1,1576
12,9,a,TSV,0,d1,280
12,9,a,TSV,1,np,207
12,9,a,TSV,2,adv1,219
12,9,a,TSV,3,d2,291
12,9,a,TSV,4,na,373
12,9,a,TSV,5,adv2,345
12,9,a,TSV,6,v,275
12,9,a,TSV,7,-,285
12,9,a,TSV,8,-,337
12,9,a,TSV,?,1,1296
12,6,b,SVO,0,adv1,257
12,6,b,SVO,1,d2,263
12,6,b,SVO,2,na,263
12,6,b,SVO,3,adv2,247
12,6,b,SVO,4,v,287
12,6,b,SVO,5,d1,330
12,6,b,SVO,6,np,230
12,6,b,SVO,7,-,277
12,6,b,SVO,8,-,452
12,6,b,SVO,?,1,1884
12,1,a,TSV,0,d1,402
12,1,a,TSV,1,np,540
12,1,a,TSV,2,adv1,323
12,1,a,TSV,3,d2,360
12,1,a,TSV,4,na,327
12,1,a,TSV,5,adv2,396
12,1,a,TSV,6,v,245
12,1,a,TSV,7,-,223
12,1,a,TSV,8,-,493
12,1,a,TSV,?,1,911
12,11,a,TSV,0,d1,513
12,11,a,TSV,1,np,347
12,11,a,TSV,2,adv1,262
12,11,a,TSV,3,d2,333
12,11,a,TSV,4,na,291
12,11,a,TSV,5,adv2,328
12,11,a,TSV,6,v,312
12,11,a,TSV,7,-,314
12,11,a,TSV,8,-,502
12,11,a,TSV,?,1,1350
12,14,b,SVO,0,adv1,388
12,14,b,SVO,1,d2,309
12,14,b,SVO,2,na,388
12,14,b,SVO,3,adv2,326
12,14,b,SVO,4,v,333
12,14,b,SVO,5,d1,272
12,14,b,SVO,6,np,244
12,14,b,SVO,7,-,272
12,14,b,SVO,8,-,245
12,14,b,SVO,9,-,325
12,14,b,SVO,?,1,875
12,4,b,SVO,0,adv1,318
12,4,b,SVO,1,d2,245
12,4,b,SVO,2,na,278
12,4,b,SVO,3,adv2,295
12,4,b,SVO,4,v,276
12,4,b,SVO,5,d1,269
12,4,b,SVO,6,np,269
12,4,b,SVO,7,-,242
12,4,b,SVO,8,-,462
12,4,b,SVO,?,1,822
12,2,b,SVO,0,adv1,297
12,2,b,SVO,1,d2,236
12,2,b,SVO,2,na,219
12,2,b,SVO,3,adv2,280
12,2,b,SVO,4,v,264
12,2,b,SVO,5,d1,340
12,2,b,SVO,6,np,278
12,2,b,SVO,7,-,278
12,2,b,SVO,8,-,359
12,2,b,SVO,?,1,1031
12,16,b,SVO,0,adv1,221
12,16,b,SVO,1,d2,293
12,16,b,SVO,2,na,238
12,16,b,SVO,3,adv2,223
12,16,b,SVO,4,v,240
12,16,b,SVO,5,d1,238
12,16,b,SVO,6,np,247
12,16,b,SVO,7,-,267
12,16,b,SVO,8,-,424
12,16,b,SVO,?,1,918
12,7,a,TSV,0,d1,300
12,7,a,TSV,1,np,187
12,7,a,TSV,2,adv1,200
12,7,a,TSV,3,d2,225
12,7,a,TSV,4,na,280
12,7,a,TSV,5,adv2,357
12,7,a,TSV,6,v,364
12,7,a,TSV,7,-,455
12,7,a,TSV,?,1,748
12,13,a,TSV,0,d1,498
12,13,a,TSV,1,np,514
12,13,a,TSV,2,adv1,399
12,13,a,TSV,3,d2,370
12,13,a,TSV,4,na,275
12,13,a,TSV,5,adv2,312
12,13,a,TSV,6,v,238
12,13,a,TSV,7,-,226
12,13,a,TSV,8,-,311
12,13,a,TSV,?,1,962
12,15,a,TSV,0,d1,311
12,15,a,TSV,1,np,226
12,15,a,TSV,2,adv1,231
12,15,a,TSV,3,d2,253
12,15,a,TSV,4,na,249
12,15,a,TSV,5,adv2,351
12,15,a,TSV,6,v,369
12,15,a,TSV,7,-,287
12,15,a,TSV,8,-,265
12,15,a,TSV,9,-,396
12,15,a,TSV,?,1,1034
12,8,b,SVO,0,adv1,304
12,8,b,SVO,1,d2,282
12,8,b,SVO,2,na,265
12,8,b,SVO,3,adv2,282
12,8,b,SVO,4,v,213
12,8,b,SVO,5,d1,227
12,8,b,SVO,6,np,305
12,8,b,SVO,7,-,242
12,8,b,SVO,8,-,232
12,8,b,SVO,9,-,392
12,8,b,SVO,?,1,899
12,3,a,TSV,0,d1,260
12,3,a,TSV,1,np,227
12,3,a,TSV,2,adv1,213
12,3,a,TSV,3,d2,240
12,3,a,TSV,4,na,244
12,3,a,TSV,5,adv2,230
12,3,a,TSV,6,v,320
12,3,a,TSV,7,-,279
12,3,a,TSV,8,-,258
12,3,a,TSV,9,-,491
12,3,a,TSV,?,1,766
13,12,b,SVO,0,adv1,551
13,12,b,SVO,1,d2,546
13,12,b,SVO,2,na,660
13,12,b,SVO,3,adv2,793
13,12,b,SVO,4,v,715
13,12,b,SVO,5,d1,584
13,12,b,SVO,6,np,567
13,12,b,SVO,7,-,939
13,12,b,SVO,8,-,1025
13,12,b,SVO,?,1,789
13,10,b,SVO,0,adv1,1451
13,10,b,SVO,1,d2,869
13,10,b,SVO,2,na,880
13,10,b,SVO,3,adv2,440
13,10,b,SVO,4,v,616
13,10,b,SVO,5,d1,624
13,10,b,SVO,6,np,578
13,10,b,SVO,7,-,1057
13,10,b,SVO,8,-,941
13,10,b,SVO,?,1,2494
13,11,a,TSV,0,d1,662
13,11,a,TSV,1,np,620
13,11,a,TSV,2,adv1,1012
13,11,a,TSV,3,d2,797
13,11,a,TSV,4,na,920
13,11,a,TSV,5,adv2,508
13,11,a,TSV,6,v,462
13,11,a,TSV,7,-,565
13,11,a,TSV,8,-,1753
13,11,a,TSV,?,1,1000
13,1,a,TSV,0,d1,1424
13,1,a,TSV,1,np,911
13,1,a,TSV,2,adv1,1321
13,1,a,TSV,3,d2,941
13,1,a,TSV,4,na,603
13,1,a,TSV,5,adv2,432
13,1,a,TSV,6,v,529
13,1,a,TSV,7,-,810
13,1,a,TSV,8,-,930
13,1,a,TSV,?,1,1081
13,13,a,TSV,0,d1,751
13,13,a,TSV,1,np,811
13,13,a,TSV,2,adv1,838
13,13,a,TSV,3,d2,592
13,13,a,TSV,4,na,612
13,13,a,TSV,5,adv2,529
13,13,a,TSV,6,v,472
13,13,a,TSV,7,-,446
13,13,a,TSV,8,-,1032
13,13,a,TSV,?,1,966
13,15,a,TSV,0,d1,700
13,15,a,TSV,1,np,504
13,15,a,TSV,2,adv1,576
13,15,a,TSV,3,d2,1261
13,15,a,TSV,4,na,1235
13,15,a,TSV,5,adv2,913
13,15,a,TSV,6,v,597
13,15,a,TSV,7,-,721
13,15,a,TSV,8,-,603
13,15,a,TSV,9,-,1122
13,15,a,TSV,?,1,1414
13,16,b,SVO,0,adv1,537
13,16,b,SVO,1,d2,684
13,16,b,SVO,2,na,723
13,16,b,SVO,3,adv2,626
13,16,b,SVO,4,v,776
13,16,b,SVO,5,d1,435
13,16,b,SVO,6,np,445
13,16,b,SVO,7,-,449
13,16,b,SVO,8,-,727
13,16,b,SVO,?,1,1110
13,9,a,TSV,0,d1,561
13,9,a,TSV,1,np,508
13,9,a,TSV,2,adv1,504
13,9,a,TSV,3,d2,844
13,9,a,TSV,4,na,386
13,9,a,TSV,5,adv2,573
13,9,a,TSV,6,v,422
13,9,a,TSV,7,-,424
13,9,a,TSV,8,-,890
13,9,a,TSV,?,1,974
13,3,a,TSV,0,d1,1331
13,3,a,TSV,1,np,1527
13,3,a,TSV,2,adv1,721
13,3,a,TSV,3,d2,935
13,3,a,TSV,4,na,995
13,3,a,TSV,5,adv2,411
13,3,a,TSV,6,v,455
13,3,a,TSV,7,-,475
13,3,a,TSV,8,-,453
13,3,a,TSV,9,-,759
13,3,a,TSV,?,1,1097
13,4,b,SVO,0,adv1,493
13,4,b,SVO,1,d2,454
13,4,b,SVO,2,na,546
13,4,b,SVO,3,adv2,563
13,4,b,SVO,4,v,514
13,4,b,SVO,5,d1,426
13,4,b,SVO,6,np,457
13,4,b,SVO,7,-,488
13,4,b,SVO,8,-,723
13,4,b,SVO,?,1,960
13,2,b,SVO,0,adv1,451
13,2,b,SVO,1,d2,434
13,2,b,SVO,2,na,483
13,2,b,SVO,3,adv2,441
13,2,b,SVO,4,v,468
13,2,b,SVO,5,d1,487
13,2,b,SVO,6,np,597
13,2,b,SVO,7,-,766
13,2,b,SVO,8,-,609
13,2,b,SVO,?,1,994
13,5,a,TSV,0,d1,616
13,5,a,TSV,1,np,620
13,5,a,TSV,2,adv1,529
13,5,a,TSV,3,d2,526
13,5,a,TSV,4,na,638
13,5,a,TSV,5,adv2,504
13,5,a,TSV,6,v,597
13,5,a,TSV,7,-,618
13,5,a,TSV,8,-,451
13,5,a,TSV,9,-,497
13,5,a,TSV,?,1,943
13,7,a,TSV,0,d1,379
13,7,a,TSV,1,np,449
13,7,a,TSV,2,adv1,394
13,7,a,TSV,3,d2,454
13,7,a,TSV,4,na,573
13,7,a,TSV,5,adv2,394
13,7,a,TSV,6,v,466
13,7,a,TSV,7,-,707
13,7,a,TSV,?,1,820
13,14,b,SVO,0,adv1,449
13,14,b,SVO,1,d2,477
13,14,b,SVO,2,na,567
13,14,b,SVO,3,adv2,483
13,14,b,SVO,4,v,443
13,14,b,SVO,5,d1,501
13,14,b,SVO,6,np,509
13,14,b,SVO,7,-,474
13,14,b,SVO,8,-,548
13,14,b,SVO,9,-,601
13,14,b,SVO,?,1,705
13,8,b,SVO,0,adv1,522
13,8,b,SVO,1,d2,479
13,8,b,SVO,2,na,447
13,8,b,SVO,3,adv2,364
13,8,b,SVO,4,v,568
13,8,b,SVO,5,d1,381
13,8,b,SVO,6,np,460
13,8,b,SVO,7,-,468
13,8,b,SVO,8,-,521
13,8,b,SVO,9,-,660
13,8,b,SVO,?,1,1221
13,6,b,SVO,0,adv1,753
13,6,b,SVO,1,d2,592
13,6,b,SVO,2,na,559
13,6,b,SVO,3,adv2,443
13,6,b,SVO,4,v,451
13,6,b,SVO,5,d1,417
13,6,b,SVO,6,np,426
13,6,b,SVO,7,-,489
13,6,b,SVO,8,-,462
13,6,b,SVO,?,1,2538
14,14,b,SVO,0,adv1,333
14,14,b,SVO,1,d2,299
14,14,b,SVO,2,na,424
14,14,b,SVO,3,adv2,365
14,14,b,SVO,4,v,343
14,14,b,SVO,5,d1,540
14,14,b,SVO,6,np,804
14,14,b,SVO,7,-,398
14,14,b,SVO,8,-,310
14,14,b,SVO,9,-,236
14,14,b,SVO,?,1,905
14,5,a,TSV,0,d1,525
14,5,a,TSV,1,np,354
14,5,a,TSV,2,adv1,575
14,5,a,TSV,3,d2,386
14,5,a,TSV,4,na,546
14,5,a,TSV,5,adv2,389
14,5,a,TSV,6,v,369
14,5,a,TSV,7,-,365
14,5,a,TSV,8,-,537
14,5,a,TSV,9,-,506
14,5,a,TSV,?,1,842
14,6,b,SVO,0,adv1,274
14,6,b,SVO,1,d2,295
14,6,b,SVO,2,na,497
14,6,b,SVO,3,adv2,300
14,6,b,SVO,4,v,387
14,6,b,SVO,5,d1,359
14,6,b,SVO,6,np,360
14,6,b,SVO,7,-,352
14,6,b,SVO,8,-,382
14,6,b,SVO,?,0,6800
14,13,a,TSV,0,d1,279
14,13,a,TSV,1,np,341
14,13,a,TSV,2,adv1,405
14,13,a,TSV,3,d2,350
14,13,a,TSV,4,na,392
14,13,a,TSV,5,adv2,289
14,13,a,TSV,6,v,573
14,13,a,TSV,7,-,291
14,13,a,TSV,8,-,367
14,13,a,TSV,?,1,1369
14,9,a,TSV,0,d1,278
14,9,a,TSV,1,np,435
14,9,a,TSV,2,adv1,603
14,9,a,TSV,3,d2,392
14,9,a,TSV,4,na,403
14,9,a,TSV,5,adv2,377
14,9,a,TSV,6,v,356
14,9,a,TSV,7,-,396
14,9,a,TSV,8,-,401
14,9,a,TSV,?,1,1790
14,4,b,SVO,0,adv1,331
14,4,b,SVO,1,d2,329
14,4,b,SVO,2,na,337
14,4,b,SVO,3,adv2,324
14,4,b,SVO,4,v,217
14,4,b,SVO,5,d1,350
14,4,b,SVO,6,np,322
14,4,b,SVO,7,-,285
14,4,b,SVO,8,-,286
14,4,b,SVO,?,1,1973
14,3,a,TSV,0,d1,378
14,3,a,TSV,1,np,463
14,3,a,TSV,2,adv1,308
14,3,a,TSV,3,d2,361
14,3,a,TSV,4,na,510
14,3,a,TSV,5,adv2,369
14,3,a,TSV,6,v,272
14,3,a,TSV,7,-,392
14,3,a,TSV,8,-,326
14,3,a,TSV,9,-,416
14,3,a,TSV,?,1,1633
14,15,a,TSV,0,d1,316
14,15,a,TSV,1,np,375
14,15,a,TSV,2,adv1,362
14,15,a,TSV,3,d2,428
14,15,a,TSV,4,na,537
14,15,a,TSV,5,adv2,329
14,15,a,TSV,6,v,306
14,15,a,TSV,7,-,253
14,15,a,TSV,8,-,326
14,15,a,TSV,9,-,491
14,15,a,TSV,?,1,2656
14,7,a,TSV,0,d1,274
14,7,a,TSV,1,np,311
14,7,a,TSV,2,adv1,323
14,7,a,TSV,3,d2,331
14,7,a,TSV,4,na,312
14,7,a,TSV,5,adv2,341
14,7,a,TSV,6,v,392
14,7,a,TSV,7,-,390
14,7,a,TSV,?,1,1695
14,2,b,SVO,0,adv1,295
14,2,b,SVO,1,d2,582
14,2,b,SVO,2,na,426
14,2,b,SVO,3,adv2,371
14,2,b,SVO,4,v,386
14,2,b,SVO,5,d1,422
14,2,b,SVO,6,np,324
14,2,b,SVO,7,-,350
14,2,b,SVO,8,-,285
14,2,b,SVO,?,1,1248
14,12,b,SVO,0,adv1,314
14,12,b,SVO,1,d2,412
14,12,b,SVO,2,na,535
14,12,b,SVO,3,adv2,382
14,12,b,SVO,4,v,404
14,12,b,SVO,5,d1,323
14,12,b,SVO,6,np,312
14,12,b,SVO,7,-,288
14,12,b,SVO,8,-,283
14,12,b,SVO,?,1,1333
14,8,b,SVO,0,adv1,417
14,8,b,SVO,1,d2,382
14,8,b,SVO,2,na,274
14,8,b,SVO,3,adv2,518
14,8,b,SVO,4,v,597
14,8,b,SVO,5,d1,627
14,8,b,SVO,6,np,520
14,8,b,SVO,7,-,357
14,8,b,SVO,8,-,383
14,8,b,SVO,9,-,270
14,8,b,SVO,?,1,1441
14,10,b,SVO,0,adv1,288
14,10,b,SVO,1,d2,316
14,10,b,SVO,2,na,317
14,10,b,SVO,3,adv2,337
14,10,b,SVO,4,v,333
14,10,b,SVO,5,d1,379
14,10,b,SVO,6,np,361
14,10,b,SVO,7,-,263
14,10,b,SVO,8,-,314
14,10,b,SVO,?,1,1054
14,11,a,TSV,0,d1,238
14,11,a,TSV,1,np,320
14,11,a,TSV,2,adv1,824
14,11,a,TSV,3,d2,340
14,11,a,TSV,4,na,366
14,11,a,TSV,5,adv2,304
14,11,a,TSV,6,v,341
14,11,a,TSV,7,-,240
14,11,a,TSV,8,-,384
14,11,a,TSV,?,1,882
14,16,b,SVO,0,adv1,321
14,16,b,SVO,1,d2,428
14,16,b,SVO,2,na,527
14,16,b,SVO,3,adv2,719
14,16,b,SVO,4,v,588
14,16,b,SVO,5,d1,301
14,16,b,SVO,6,np,405
14,16,b,SVO,7,-,352
14,16,b,SVO,8,-,308
14,16,b,SVO,?,1,1147
14,1,a,TSV,0,d1,223
14,1,a,TSV,1,np,293
14,1,a,TSV,2,adv1,327
14,1,a,TSV,3,d2,198
14,1,a,TSV,4,na,278
14,1,a,TSV,5,adv2,295
14,1,a,TSV,6,v,221
14,1,a,TSV,7,-,299
14,1,a,TSV,8,-,255
14,1,a,TSV,?,1,1019
15,7,a,TSV,0,d1,339
15,7,a,TSV,1,np,205
15,7,a,TSV,2,adv1,358
15,7,a,TSV,3,d2,282
15,7,a,TSV,4,na,249
15,7,a,TSV,5,adv2,677
15,7,a,TSV,6,v,400
15,7,a,TSV,7,-,582
15,7,a,TSV,?,1,2990
15,12,b,SVO,0,adv1,533
15,12,b,SVO,1,d2,319
15,12,b,SVO,2,na,265
15,12,b,SVO,3,adv2,554
15,12,b,SVO,4,v,243
15,12,b,SVO,5,d1,358
15,12,b,SVO,6,np,365
15,12,b,SVO,7,-,379
15,12,b,SVO,8,-,593
15,12,b,SVO,?,1,1145
15,8,b,SVO,0,adv1,260
15,8,b,SVO,1,d2,229
15,8,b,SVO,2,na,232
15,8,b,SVO,3,adv2,223
15,8,b,SVO,4,v,232
15,8,b,SVO,5,d1,215
15,8,b,SVO,6,np,383
15,8,b,SVO,7,-,215
15,8,b,SVO,8,-,232
15,8,b,SVO,9,-,725
15,8,b,SVO,?,1,1627
15,6,b,SVO,0,adv1,316
15,6,b,SVO,1,d2,200
15,6,b,SVO,2,na,348
15,6,b,SVO,3,adv2,176
15,6,b,SVO,4,v,192
15,6,b,SVO,5,d1,320
15,6,b,SVO,6,np,181
15,6,b,SVO,7,-,181
15,6,b,SVO,8,-,631
15,6,b,SVO,?,1,3240
15,1,a,TSV,0,d1,394
15,1,a,TSV,1,np,181
15,1,a,TSV,2,adv1,196
15,1,a,TSV,3,d2,428
15,1,a,TSV,4,na,215
15,1,a,TSV,5,adv2,508
15,1,a,TSV,6,v,276
15,1,a,TSV,7,-,565
15,1,a,TSV,8,-,508
15,1,a,TSV,?,1,1494
15,2,b,SVO,0,adv1,377
15,2,b,SVO,1,d2,196
15,2,b,SVO,2,na,443
15,2,b,SVO,3,adv2,356
15,2,b,SVO,4,v,223
15,2,b,SVO,5,d1,399
15,2,b,SVO,6,np,272
15,2,b,SVO,7,-,394
15,2,b,SVO,8,-,554
15,2,b,SVO,?,1,3926
15,10,b,SVO,0,adv1,394
15,10,b,SVO,1,d2,171
15,10,b,SVO,2,na,185
15,10,b,SVO,3,adv2,476
15,10,b,SVO,4,v,194
15,10,b,SVO,5,d1,175
15,10,b,SVO,6,np,421
15,10,b,SVO,7,-,173
15,10,b,SVO,8,-,506
15,10,b,SVO,?,1,1386
15,16,b,SVO,0,adv1,438
15,16,b,SVO,1,d2,166
15,16,b,SVO,2,na,192
15,16,b,SVO,3,adv2,753
15,16,b,SVO,4,v,436
15,16,b,SVO,5,d1,164
15,16,b,SVO,6,np,569
15,16,b,SVO,7,-,422
15,16,b,SVO,8,-,151
15,16,b,SVO,?,1,1281
15,5,a,TSV,0,d1,327
15,5,a,TSV,1,np,174
15,5,a,TSV,2,adv1,1469
15,5,a,TSV,3,d2,339
15,5,a,TSV,4,na,225
15,5,a,TSV,5,adv2,420
15,5,a,TSV,6,v,155
15,5,a,TSV,7,-,544
15,5,a,TSV,8,-,188
15,5,a,TSV,9,-,641
15,5,a,TSV,?,1,1331
15,11,a,TSV,0,d1,354
15,11,a,TSV,1,np,181
15,11,a,TSV,2,adv1,398
15,11,a,TSV,3,d2,175
15,11,a,TSV,4,na,413
15,11,a,TSV,5,adv2,177
15,11,a,TSV,6,v,187
15,11,a,TSV,7,-,434
15,11,a,TSV,8,-,169
15,11,a,TSV,?,1,1631
15,9,a,TSV,0,d1,392
15,9,a,TSV,1,np,181
15,9,a,TSV,2,adv1,460
15,9,a,TSV,3,d2,172
15,9,a,TSV,4,na,399
15,9,a,TSV,5,adv2,196
15,9,a,TSV,6,v,337
15,9,a,TSV,7,-,181
15,9,a,TSV,8,-,457
15,9,a,TSV,?,1,1146
15,3,a,TSV,0,d1,407
15,3,a,TSV,1,np,168
15,3,a,TSV,2,adv1,451
15,3,a,TSV,3,d2,173
15,3,a,TSV,4,na,491
15,3,a,TSV,5,adv2,196
15,3,a,TSV,6,v,383
15,3,a,TSV,7,-,226
15,3,a,TSV,8,-,297
15,3,a,TSV,9,-,491
15,3,a,TSV,?,1,1737
15,13,a,TSV,0,d1,589
15,13,a,TSV,1,np,180
15,13,a,TSV,2,adv1,403
15,13,a,TSV,3,d2,183
15,13,a,TSV,4,na,375
15,13,a,TSV,5,adv2,338
15,13,a,TSV,6,v,326
15,13,a,TSV,7,-,757
15,13,a,TSV,8,-,951
15,13,a,TSV,?,1,861
15,4,b,SVO,0,adv1,276
15,4,b,SVO,1,d2,167
15,4,b,SVO,2,na,193
15,4,b,SVO,3,adv2,268
15,4,b,SVO,4,v,155
15,4,b,SVO,5,d1,453
15,4,b,SVO,6,np,173
15,4,b,SVO,7,-,567
15,4,b,SVO,8,-,498
15,4,b,SVO,?,1,886
15,15,a,TSV,0,d1,527
15,15,a,TSV,1,np,215
15,15,a,TSV,2,adv1,1428
15,15,a,TSV,3,d2,1242
15,15,a,TSV,4,na,27414
15,15,a,TSV,5,adv2,298
15,15,a,TSV,6,v,219
15,15,a,TSV,7,-,426
15,15,a,TSV,8,-,259
15,15,a,TSV,9,-,546
15,15,a,TSV,?,1,1232
15,14,b,SVO,0,adv1,388
15,14,b,SVO,1,d2,162
15,14,b,SVO,2,na,423
15,14,b,SVO,3,adv2,169
15,14,b,SVO,4,v,185
15,14,b,SVO,5,d1,341
15,14,b,SVO,6,np,209
15,14,b,SVO,7,-,434
15,14,b,SVO,8,-,266
15,14,b,SVO,9,-,407
15,14,b,SVO,?,1,1111
16,8,b,SVO,0,adv1,462
16,8,b,SVO,1,d2,422
16,8,b,SVO,2,na,308
16,8,b,SVO,3,adv2,420
16,8,b,SVO,4,v,409
16,8,b,SVO,5,d1,648
16,8,b,SVO,6,np,396
16,8,b,SVO,7,-,426
16,8,b,SVO,8,-,477
16,8,b,SVO,9,-,763
16,8,b,SVO,?,1,1703
16,3,a,TSV,0,d1,340
16,3,a,TSV,1,np,373
16,3,a,TSV,2,adv1,356
16,3,a,TSV,3,d2,357
16,3,a,TSV,4,na,411
16,3,a,TSV,5,adv2,380
16,3,a,TSV,6,v,362
16,3,a,TSV,7,-,363
16,3,a,TSV,8,-,344
16,3,a,TSV,9,-,618
16,3,a,TSV,?,1,2983
16,13,a,TSV,0,d1,356
16,13,a,TSV,1,np,382
16,13,a,TSV,2,adv1,410
16,13,a,TSV,3,d2,361
16,13,a,TSV,4,na,419
16,13,a,TSV,5,adv2,380
16,13,a,TSV,6,v,348
16,13,a,TSV,7,-,651
16,13,a,TSV,8,-,962
16,13,a,TSV,?,1,1733
16,12,b,SVO,0,adv1,491
16,12,b,SVO,1,d2,424
16,12,b,SVO,2,na,496
16,12,b,SVO,3,adv2,436
16,12,b,SVO,4,v,407
16,12,b,SVO,5,d1,422
16,12,b,SVO,6,np,386
16,12,b,SVO,7,-,424
16,12,b,SVO,8,-,629
16,12,b,SVO,?,1,1145
16,16,b,SVO,0,adv1,359
16,16,b,SVO,1,d2,375
16,16,b,SVO,2,na,395
16,16,b,SVO,3,adv2,417
16,16,b,SVO,4,v,498
16,16,b,SVO,5,d1,411
16,16,b,SVO,6,np,416
