subj,item,condition,order,region,position,RT
6,2,b,SVO,3,adv2,259
6,2,b,SVO,4,v,200
6,2,b,SVO,5,d1,292
6,2,b,SVO,6,np,265
6,2,b,SVO,7,-,261
6,2,b,SVO,8,-,284
6,2,b,SVO,?,1,1339
6,5,a,TSV,0,d1,214
6,5,a,TSV,1,np,339
6,5,a,TSV,2,adv1,206
6,5,a,TSV,3,d2,217
6,5,a,TSV,4,na,244
6,5,a,TSV,5,adv2,210
6,5,a,TSV,6,v,219
6,5,a,TSV,7,-,229
6,5,a,TSV,8,-,263
6,5,a,TSV,9,-,255
6,5,a,TSV,?,1,982
6,1,a,TSV,0,d1,257
6,1,a,TSV,1,np,220
6,1,a,TSV,2,adv1,246
6,1,a,TSV,3,d2,278
6,1,a,TSV,4,na,223
6,1,a,TSV,5,adv2,225
6,1,a,TSV,6,v,221
6,1,a,TSV,7,-,246
6,1,a,TSV,8,-,210
6,1,a,TSV,?,1,965
6,6,b,SVO,0,adv1,255
6,6,b,SVO,1,d2,210
6,6,b,SVO,2,na,244
6,6,b,SVO,3,adv2,246
6,6,b,SVO,4,v,209
6,6,b,SVO,5,d1,256
6,6,b,SVO,6,np,242
6,6,b,SVO,7,-,244
6,6,b,SVO,8,-,556
6,6,b,SVO,?,1,794
6,3,a,TSV,0,d1,254
6,3,a,TSV,1,np,221
6,3,a,TSV,2,adv1,253
6,3,a,TSV,3,d2,223
6,3,a,TSV,4,na,225
6,3,a,TSV,5,adv2,282
6,3,a,TSV,6,v,261
6,3,a,TSV,7,-,218
6,3,a,TSV,8,-,255
6,3,a,TSV,9,-,208
6,3,a,TSV,?,1,828
6,7,a,TSV,0,d1,376
6,7,a,TSV,1,np,322
6,7,a,TSV,2,adv1,689
6,7,a,TSV,3,d2,200
6,7,a,TSV,4,na,277
6,7,a,TSV,5,adv2,403
6,7,a,TSV,6,v,366
6,7,a,TSV,7,-,1816
6,7,a,TSV,?,1,663
6,12,b,SVO,0,adv1,223
6,12,b,SVO,1,d2,179
6,12,b,SVO,2,na,360
6,12,b,SVO,3,adv2,332
6,12,b,SVO,4,v,278
6,12,b,SVO,5,d1,278
6,12,b,SVO,6,np,214
6,12,b,SVO,7,-,228
6,12,b,SVO,8,-,195
6,12,b,SVO,?,1,651
6,10,b,SVO,0,adv1,558
6,10,b,SVO,1,d2,396
6,10,b,SVO,2,na,299
6,10,b,SVO,3,adv2,444
6,10,b,SVO,4,v,349
6,10,b,SVO,5,d1,295
6,10,b,SVO,6,np,267
6,10,b,SVO,7,-,221
6,10,b,SVO,8,-,166
6,10,b,SVO,?,1,1383
6,15,a,TSV,0,d1,268
6,15,a,TSV,1,np,229
6,15,a,TSV,2,adv1,335
6,15,a,TSV,3,d2,303
6,15,a,TSV,4,na,299
6,15,a,TSV,5,adv2,522
6,15,a,TSV,6,v,318
6,15,a,TSV,7,-,701
6,15,a,TSV,8,-,261
6,15,a,TSV,9,-,519
6,15,a,TSV,?,1,1633
6,9,a,TSV,0,d1,305
6,9,a,TSV,1,np,231
6,9,a,TSV,2,adv1,246
6,9,a,TSV,3,d2,293
6,9,a,TSV,4,na,288
6,9,a,TSV,5,adv2,284
6,9,a,TSV,6,v,284
6,9,a,TSV,7,-,322
6,9,a,TSV,8,-,508
6,9,a,TSV,?,1,2179
6,8,b,SVO,0,adv1,320
6,8,b,SVO,1,d2,288
6,8,b,SVO,2,na,329
6,8,b,SVO,3,adv2,870
6,8,b,SVO,4,v,398
6,8,b,SVO,5,d1,394
6,8,b,SVO,6,np,242
6,8,b,SVO,7,-,908
6,8,b,SVO,8,-,562
6,8,b,SVO,9,-,746
6,8,b,SVO,?,1,2029
6,14,b,SVO,0,adv1,409
6,14,b,SVO,1,d2,362
6,14,b,SVO,2,na,1928
6,14,b,SVO,3,adv2,668
6,14,b,SVO,4,v,649
6,14,b,SVO,5,d1,528
6,14,b,SVO,6,np,995
6,14,b,SVO,7,-,613
6,14,b,SVO,8,-,518
6,14,b,SVO,9,-,2624
6,14,b,SVO,?,1,876
6,13,a,TSV,0,d1,275
6,13,a,TSV,1,np,272
6,13,a,TSV,2,adv1,301
6,13,a,TSV,3,d2,316
6,13,a,TSV,4,na,343
6,13,a,TSV,5,adv2,290
6,13,a,TSV,6,v,325
6,13,a,TSV,7,-,334
6,13,a,TSV,8,-,436
6,13,a,TSV,?,1,1435
6,11,a,TSV,0,d1,283
6,11,a,TSV,1,np,279
6,11,a,TSV,2,adv1,333
6,11,a,TSV,3,d2,318
6,11,a,TSV,4,na,278
6,11,a,TSV,5,adv2,313
6,11,a,TSV,6,v,289
6,11,a,TSV,7,-,297
6,11,a,TSV,8,-,328
6,11,a,TSV,?,1,890
6,16,b,SVO,0,adv1,310
6,16,b,SVO,1,d2,322
6,16,b,SVO,2,na,387
6,16,b,SVO,3,adv2,323
6,16,b,SVO,4,v,292
6,16,b,SVO,5,d1,274
6,16,b,SVO,6,np,345
6,16,b,SVO,7,-,333
6,16,b,SVO,8,-,385
6,16,b,SVO,?,1,691
7,9,a,TSV,0,d1,495
7,9,a,TSV,1,np,667
7,9,a,TSV,2,adv1,788
7,9,a,TSV,3,d2,556
7,9,a,TSV,4,na,685
7,9,a,TSV,5,adv2,497
7,9,a,TSV,6,v,413
7,9,a,TSV,7,-,623
7,9,a,TSV,8,-,601
7,9,a,TSV,?,1,1543
7,16,b,SVO,0,adv1,497
7,16,b,SVO,1,d2,651
7,16,b,SVO,2,na,394
7,16,b,SVO,3,adv2,463
7,16,b,SVO,4,v,472
7,16,b,SVO,5,d1,539
7,16,b,SVO,6,np,502
7,16,b,SVO,7,-,427
7,16,b,SVO,8,-,415
7,16,b,SVO,?,1,964
7,15,a,TSV,0,d1,412
7,15,a,TSV,1,np,409
7,15,a,TSV,2,adv1,398
7,15,a,TSV,3,d2,450
7,15,a,TSV,4,na,482
7,15,a,TSV,5,adv2,516
7,15,a,TSV,6,v,409
7,15,a,TSV,7,-,351
7,15,a,TSV,8,-,331
7,15,a,TSV,9,-,419
7,15,a,TSV,?,1,1364
7,8,b,SVO,0,adv1,356
7,8,b,SVO,1,d2,463
7,8,b,SVO,2,na,402
7,8,b,SVO,3,adv2,350
7,8,b,SVO,4,v,372
7,8,b,SVO,5,d1,400
7,8,b,SVO,6,np,377
7,8,b,SVO,7,-,356
7,8,b,SVO,8,-,379
7,8,b,SVO,9,-,421
7,8,b,SVO,?,1,1101
7,4,b,SVO,0,adv1,499
7,4,b,SVO,1,d2,767
7,4,b,SVO,2,na,542
7,4,b,SVO,3,adv2,482
7,4,b,SVO,4,v,368
7,4,b,SVO,5,d1,316
7,4,b,SVO,6,np,343
7,4,b,SVO,7,-,303
7,4,b,SVO,8,-,478
7,4,b,SVO,?,1,930
7,14,b,SVO,0,adv1,360
7,14,b,SVO,1,d2,566
7,14,b,SVO,2,na,457
7,14,b,SVO,3,adv2,354
7,14,b,SVO,4,v,410
7,14,b,SVO,5,d1,427
7,14,b,SVO,6,np,459
7,14,b,SVO,7,-,293
7,14,b,SVO,8,-,311
7,14,b,SVO,9,-,320
7,14,b,SVO,?,1,1004
7,6,b,SVO,0,adv1,339
7,6,b,SVO,1,d2,497
7,6,b,SVO,2,na,509
7,6,b,SVO,3,adv2,432
7,6,b,SVO,4,v,375
7,6,b,SVO,5,d1,330
7,6,b,SVO,6,np,434
7,6,b,SVO,7,-,332
7,6,b,SVO,8,-,453
7,6,b,SVO,?,1,2406
7,10,b,SVO,0,adv1,284
7,10,b,SVO,1,d2,409
7,10,b,SVO,2,na,351
7,10,b,SVO,3,adv2,392
7,10,b,SVO,4,v,335
7,10,b,SVO,5,d1,351
7,10,b,SVO,6,np,278
7,10,b,SVO,7,-,358
7,10,b,SVO,8,-,316
7,10,b,SVO,?,1,1253
7,13,a,TSV,0,d1,514
7,13,a,TSV,1,np,377
7,13,a,TSV,2,adv1,323
7,13,a,TSV,3,d2,330
7,13,a,TSV,4,na,276
7,13,a,TSV,5,adv2,327
7,13,a,TSV,6,v,292
7,13,a,TSV,7,-,305
7,13,a,TSV,8,-,295
7,13,a,TSV,?,1,993
7,12,b,SVO,0,adv1,428
7,12,b,SVO,1,d2,381
7,12,b,SVO,2,na,668
7,12,b,SVO,3,adv2,309
7,12,b,SVO,4,v,337
7,12,b,SVO,5,d1,343
7,12,b,SVO,6,np,267
7,12,b,SVO,7,-,286
7,12,b,SVO,8,-,306
7,12,b,SVO,?,1,1050
7,1,a,TSV,0,d1,348
7,1,a,TSV,1,np,404
7,1,a,TSV,2,adv1,354
7,1,a,TSV,3,d2,341
7,1,a,TSV,4,na,315
7,1,a,TSV,5,adv2,278
7,1,a,TSV,6,v,238
7,1,a,TSV,7,-,286
7,1,a,TSV,8,-,356
7,1,a,TSV,?,1,983
7,11,a,TSV,0,d1,389
7,11,a,TSV,1,np,470
7,11,a,TSV,2,adv1,2665
7,11,a,TSV,3,d2,353
7,11,a,TSV,4,na,341
7,11,a,TSV,5,adv2,314
7,11,a,TSV,6,v,334
7,11,a,TSV,7,-,341
7,11,a,TSV,8,-,409
7,11,a,TSV,?,1,1806
7,3,a,TSV,0,d1,362
7,3,a,TSV,1,np,442
7,3,a,TSV,2,adv1,402
7,3,a,TSV,3,d2,384
7,3,a,TSV,4,na,387
7,3,a,TSV,5,adv2,375
7,3,a,TSV,6,v,265
7,3,a,TSV,7,-,271
7,3,a,TSV,8,-,329
7,3,a,TSV,9,-,408
7,3,a,TSV,?,1,1799
7,2,b,SVO,0,adv1,1330
7,2,b,SVO,1,d2,448
7,2,b,SVO,2,na,366
7,2,b,SVO,3,adv2,343
7,2,b,SVO,4,v,362
7,2,b,SVO,5,d1,358
7,2,b,SVO,6,np,246
7,2,b,SVO,7,-,219
7,2,b,SVO,8,-,483
7,2,b,SVO,?,1,1023
7,5,a,TSV,0,d1,353
7,5,a,TSV,1,np,257
7,5,a,TSV,2,adv1,297
7,5,a,TSV,3,d2,339
7,5,a,TSV,4,na,377
7,5,a,TSV,5,adv2,271
7,5,a,TSV,6,v,301
7,5,a,TSV,7,-,493
7,5,a,TSV,8,-,417
7,5,a,TSV,9,-,436
7,5,a,TSV,?,1,1052
7,7,a,TSV,0,d1,383
7,7,a,TSV,1,np,375
7,7,a,TSV,2,adv1,337
7,7,a,TSV,3,d2,391
7,7,a,TSV,4,na,339
7,7,a,TSV,5,adv2,348
7,7,a,TSV,6,v,366
7,7,a,TSV,7,-,345
7,7,a,TSV,?,1,825
8,8,b,SVO,0,adv1,388
8,8,b,SVO,1,d2,371
8,8,b,SVO,2,na,338
8,8,b,SVO,3,adv2,369
8,8,b,SVO,4,v,366
8,8,b,SVO,5,d1,331
8,8,b,SVO,6,np,337
8,8,b,SVO,7,-,333
8,8,b,SVO,8,-,386
8,8,b,SVO,9,-,307
8,8,b,SVO,?,1,1400
8,7,a,TSV,0,d1,322
8,7,a,TSV,1,np,364
8,7,a,TSV,2,adv1,342
8,7,a,TSV,3,d2,298
8,7,a,TSV,4,na,308
8,7,a,TSV,5,adv2,366
8,7,a,TSV,6,v,358
8,7,a,TSV,7,-,312
8,7,a,TSV,?,1,1109
8,14,b,SVO,0,adv1,331
8,14,b,SVO,1,d2,322
8,14,b,SVO,2,na,339
8,14,b,SVO,3,adv2,350
8,14,b,SVO,4,v,339
8,14,b,SVO,5,d1,305
8,14,b,SVO,6,np,308
8,14,b,SVO,7,-,311
8,14,b,SVO,8,-,386
8,14,b,SVO,9,-,758
8,14,b,SVO,?,1,1632
8,1,a,TSV,0,d1,348
8,1,a,TSV,1,np,271
8,1,a,TSV,2,adv1,289
8,1,a,TSV,3,d2,290
8,1,a,TSV,4,na,280
8,1,a,TSV,5,adv2,305
8,1,a,TSV,6,v,262
8,1,a,TSV,7,-,372
8,1,a,TSV,8,-,303
8,1,a,TSV,?,1,769
8,4,b,SVO,0,adv1,392
8,4,b,SVO,1,d2,352
8,4,b,SVO,2,na,312
8,4,b,SVO,3,adv2,296
8,4,b,SVO,4,v,289
8,4,b,SVO,5,d1,358
8,4,b,SVO,6,np,349
8,4,b,SVO,7,-,313
8,4,b,SVO,8,-,365
8,4,b,SVO,?,1,911
8,13,a,TSV,0,d1,288
8,13,a,TSV,1,np,301
8,13,a,TSV,2,adv1,291
8,13,a,TSV,3,d2,290
8,13,a,TSV,4,na,320
8,13,a,TSV,5,adv2,287
8,13,a,TSV,6,v,322
8,13,a,TSV,7,-,265
8,13,a,TSV,8,-,318
8,13,a,TSV,?,1,1238
8,5,a,TSV,0,d1,295
8,5,a,TSV,1,np,317
8,5,a,TSV,2,adv1,259
8,5,a,TSV,3,d2,297
8,5,a,TSV,4,na,263
8,5,a,TSV,5,adv2,314
8,5,a,TSV,6,v,252
8,5,a,TSV,7,-,318
8,5,a,TSV,8,-,319
8,5,a,TSV,9,-,373
8,5,a,TSV,?,1,1128
8,3,a,TSV,0,d1,348
8,3,a,TSV,1,np,375
8,3,a,TSV,2,adv1,318
8,3,a,TSV,3,d2,290
8,3,a,TSV,4,na,289
8,3,a,TSV,5,adv2,294
8,3,a,TSV,6,v,316
8,3,a,TSV,7,-,322
8,3,a,TSV,8,-,369
8,3,a,TSV,9,-,278
8,3,a,TSV,?,1,1338
8,9,a,TSV,0,d1,316
8,9,a,TSV,1,np,307
8,9,a,TSV,2,adv1,308
8,9,a,TSV,3,d2,261
8,9,a,TSV,4,na,257
8,9,a,TSV,5,adv2,334
8,9,a,TSV,6,v,261
8,9,a,TSV,7,-,306
8,9,a,TSV,8,-,356
8,9,a,TSV,?,1,2648
8,10,b,SVO,0,adv1,289
8,10,b,SVO,1,d2,293
8,10,b,SVO,2,na,265
8,10,b,SVO,3,adv2,265
8,10,b,SVO,4,v,280
8,10,b,SVO,5,d1,259
8,10,b,SVO,6,np,238
8,10,b,SVO,7,-,309
8,10,b,SVO,8,-,312
8,10,b,SVO,?,1,820
8,12,b,SVO,0,adv1,337
8,12,b,SVO,1,d2,271
8,12,b,SVO,2,na,293
8,12,b,SVO,3,adv2,318
8,12,b,SVO,4,v,368
8,12,b,SVO,5,d1,316
8,12,b,SVO,6,np,295
8,12,b,SVO,7,-,274
8,12,b,SVO,8,-,330
8,12,b,SVO,?,1,745
8,2,b,SVO,0,adv1,348
8,2,b,SVO,1,d2,271
8,2,b,SVO,2,na,272
8,2,b,SVO,3,adv2,267
8,2,b,SVO,4,v,285
8,2,b,SVO,5,d1,260
8,2,b,SVO,6,np,302
8,2,b,SVO,7,-,294
8,2,b,SVO,8,-,386
8,2,b,SVO,?,1,949
8,11,a,TSV,0,d1,306
8,11,a,TSV,1,np,318
8,11,a,TSV,2,adv1,294
8,11,a,TSV,3,d2,331
8,11,a,TSV,4,na,318
8,11,a,TSV,5,adv2,354
8,11,a,TSV,6,v,322
8,11,a,TSV,7,-,314
8,11,a,TSV,8,-,311
8,11,a,TSV,?,1,1192
8,6,b,SVO,0,adv1,314
8,6,b,SVO,1,d2,333
8,6,b,SVO,2,na,257
8,6,b,SVO,3,adv2,282
8,6,b,SVO,4,v,331
8,6,b,SVO,5,d1,261
8,6,b,SVO,6,np,250
8,6,b,SVO,7,-,282
8,6,b,SVO,8,-,270
8,6,b,SVO,?,1,941
8,16,b,SVO,0,adv1,348
8,16,b,SVO,1,d2,299
8,16,b,SVO,2,na,294
8,16,b,SVO,3,adv2,270
8,16,b,SVO,4,v,278
8,16,b,SVO,5,d1,273
8,16,b,SVO,6,np,284
8,16,b,SVO,7,-,327
8,16,b,SVO,8,-,353
8,16,b,SVO,?,1,829
8,15,a,TSV,0,d1,318
8,15,a,TSV,1,np,267
8,15,a,TSV,2,adv1,289
8,15,a,TSV,3,d2,307
8,15,a,TSV,4,na,295
8,15,a,TSV,5,adv2,267
8,15,a,TSV,6,v,253
8,15,a,TSV,7,-,278
8,15,a,TSV,8,-,343
8,15,a,TSV,9,-,518
8,15,a,TSV,?,1,2844
9,11,a,TSV,0,d1,1454
9,11,a,TSV,1,np,597
9,11,a,TSV,2,adv1,567
9,11,a,TSV,3,d2,678
9,11,a,TSV,4,na,632
9,11,a,TSV,5,adv2,498
9,11,a,TSV,6,v,496
9,11,a,TSV,7,-,472
9,11,a,TSV,8,-,642
9,11,a,TSV,?,1,1481
9,2,b,SVO,0,adv1,789
9,2,b,SVO,1,d2,667
9,2,b,SVO,2,na,577
9,2,b,SVO,3,adv2,447
9,2,b,SVO,4,v,597
9,2,b,SVO,5,d1,523
9,2,b,SVO,6,np,483
9,2,b,SVO,7,-,513
9,2,b,SVO,8,-,514
9,2,b,SVO,?,1,4742
9,12,b,SVO,0,adv1,761
9,12,b,SVO,1,d2,639
9,12,b,SVO,2,na,676
9,12,b,SVO,3,adv2,536
9,12,b,SVO,4,v,543
9,12,b,SVO,5,d1,612
9,12,b,SVO,6,np,527
9,12,b,SVO,7,-,609
9,12,b,SVO,8,-,562
9,12,b,SVO,?,1,1820
9,1,a,TSV,0,d1,535
9,1,a,TSV,1,np,570
9,1,a,TSV,2,adv1,632
9,1,a,TSV,3,d2,597
9,1,a,TSV,4,na,480
9,1,a,TSV,5,adv2,472
9,1,a,TSV,6,v,444
9,1,a,TSV,7,-,458
9,1,a,TSV,8,-,464
9,1,a,TSV,?,1,1516
9,7,a,TSV,0,d1,717
9,7,a,TSV,1,np,838
9,7,a,TSV,2,adv1,671
9,7,a,TSV,3,d2,1108
9,7,a,TSV,4,na,599
9,7,a,TSV,5,adv2,496
9,7,a,TSV,6,v,534
9,7,a,TSV,7,-,698
9,7,a,TSV,?,1,1059
9,8,b,SVO,0,adv1,818
9,8,b,SVO,1,d2,677
9,8,b,SVO,2,na,614
9,8,b,SVO,3,adv2,472
9,8,b,SVO,4,v,718
9,8,b,SVO,5,d1,572
9,8,b,SVO,6,np,434
9,8,b,SVO,7,-,450
9,8,b,SVO,8,-,465
9,8,b,SVO,9,-,503
9,8,b,SVO,?,1,1831
9,16,b,SVO,0,adv1,709
9,16,b,SVO,1,d2,875
9,16,b,SVO,2,na,601
9,16,b,SVO,3,adv2,546
9,16,b,SVO,4,v,526
9,16,b,SVO,5,d1,459
9,16,b,SVO,6,np,430
9,16,b,SVO,7,-,445
9,16,b,SVO,8,-,424
9,16,b,SVO,?,1,1348
9,4,b,SVO,0,adv1,1111
9,4,b,SVO,1,d2,825
9,4,b,SVO,2,na,532
9,4,b,SVO,3,adv2,480
9,4,b,SVO,4,v,559
9,4,b,SVO,5,d1,456
9,4,b,SVO,6,np,394
9,4,b,SVO,7,-,611
9,4,b,SVO,8,-,571
9,4,b,SVO,?,1,1323
9,14,b,SVO,0,adv1,679
9,14,b,SVO,1,d2,1211
9,14,b,SVO,2,na,1479
9,14,b,SVO,3,adv2,1027
9,14,b,SVO,4,v,496
9,14,b,SVO,5,d1,514
9,14,b,SVO,6,np,456
9,14,b,SVO,7,-,426
9,14,b,SVO,8,-,464
9,14,b,SVO,9,-,461
9,14,b,SVO,?,1,2232
9,10,b,SVO,0,adv1,519
9,10,b,SVO,1,d2,487
9,10,b,SVO,2,na,513
9,10,b,SVO,3,adv2,447
9,10,b,SVO,4,v,409
9,10,b,SVO,5,d1,409
9,10,b,SVO,6,np,445
9,10,b,SVO,7,-,481
9,10,b,SVO,8,-,1126
9,10,b,SVO,?,1,1872
9,9,a,TSV,0,d1,496
9,9,a,TSV,1,np,475
9,9,a,TSV,2,adv1,437
9,9,a,TSV,3,d2,383
9,9,a,TSV,4,na,669
9,9,a,TSV,5,adv2,356
9,9,a,TSV,6,v,379
9,9,a,TSV,7,-,404
9,9,a,TSV,8,-,572
9,9,a,TSV,?,1,1192
9,6,b,SVO,0,adv1,470
9,6,b,SVO,1,d2,453
9,6,b,SVO,2,na,382
9,6,b,SVO,3,adv2,394
9,6,b,SVO,4,v,369
9,6,b,SVO,5,d1,375
9,6,b,SVO,6,np,395
9,6,b,SVO,7,-,398
9,6,b,SVO,8,-,422
9,6,b,SVO,?,1,1334
9,13,a,TSV,0,d1,521
9,13,a,TSV,1,np,574
9,13,a,TSV,2,adv1,441
9,13,a,TSV,3,d2,580
9,13,a,TSV,4,na,421
9,13,a,TSV,5,adv2,422
9,13,a,TSV,6,v,464
9,13,a,TSV,7,-,697
9,13,a,TSV,8,-,387
9,13,a,TSV,?,1,972
9,5,a,TSV,0,d1,616
9,5,a,TSV,1,np,464
9,5,a,TSV,2,adv1,489
9,5,a,TSV,3,d2,578
9,5,a,TSV,4,na,683
9,5,a,TSV,5,adv2,464
9,5,a,TSV,6,v,532
9,5,a,TSV,7,-,433
9,5,a,TSV,8,-,415
9,5,a,TSV,9,-,464
9,5,a,TSV,?,1,1104
9,3,a,TSV,0,d1,554
9,3,a,TSV,1,np,550
9,3,a,TSV,2,adv1,483
9,3,a,TSV,3,d2,567
9,3,a,TSV,4,na,430
9,3,a,TSV,5,adv2,396
9,3,a,TSV,6,v,380
9,3,a,TSV,7,-,381
9,3,a,TSV,8,-,381
9,3,a,TSV,9,-,424
9,3,a,TSV,?,1,1736
9,15,a,TSV,0,d1,523
9,15,a,TSV,1,np,508
9,15,a,TSV,2,adv1,466
9,15,a,TSV,3,d2,781
9,15,a,TSV,4,na,506
9,15,a,TSV,5,adv2,402
9,15,a,TSV,6,v,399
9,15,a,TSV,7,-,345
9,15,a,TSV,8,-,398
9,15,a,TSV,9,-,664
9,15,a,TSV,?,1,2411
10,16,b,SVO,0,adv1,358
10,16,b,SVO,1,d2,409
10,16,b,SVO,2,na,451
10,16,b,SVO,3,adv2,419
10,16,b,SVO,4,v,631
10,16,b,SVO,5,d1,576
10,16,b,SVO,6,np,774
10,16,b,SVO,7,-,1036
10,16,b,SVO,8,-,772
10,16,b,SVO,?,1,1314
10,12,b,SVO,0,adv1,379
10,12,b,SVO,1,d2,289
10,12,b,SVO,2,na,258
10,12,b,SVO,3,adv2,535
10,12,b,SVO,4,v,542
10,12,b,SVO,5,d1,430
10,12,b,SVO,6,np,410
10,12,b,SVO,7,-,506
10,12,b,SVO,8,-,1865
10,12,b,SVO,?,1,1442
10,11,a,TSV,0,d1,318
10,11,a,TSV,1,np,333
10,11,a,TSV,2,adv1,509
10,11,a,TSV,3,d2,320
10,11,a,TSV,4,na,553
10,11,a,TSV,5,adv2,335
10,11,a,TSV,6,v,297
10,11,a,TSV,7,-,453
10,11,a,TSV,8,-,319
10,11,a,TSV,?,1,1482
10,6,b,SVO,0,adv1,369
10,6,b,SVO,1,d2,329
10,6,b,SVO,2,na,295
10,6,b,SVO,3,adv2,348
10,6,b,SVO,4,v,430
10,6,b,SVO,5,d1,374
10,6,b,SVO,6,np,293
10,6,b,SVO,7,-,453
10,6,b,SVO,8,-,572
10,6,b,SVO,?,1,9310
10,8,b,SVO,0,adv1,462
10,8,b,SVO,1,d2,360
10,8,b,SVO,2,na,243
10,8,b,SVO,3,adv2,305
10,8,b,SVO,4,v,203
10,8,b,SVO,5,d1,520
10,8,b,SVO,6,np,344
10,8,b,SVO,7,-,424
10,8,b,SVO,8,-,389
10,8,b,SVO,9,-,711
10,8,b,SVO,?,1,2280
10,1,a,TSV,0,d1,301
10,1,a,TSV,1,np,359
10,1,a,TSV,2,adv1,379
10,1,a,TSV,3,d2,316
10,1,a,TSV,4,na,268
10,1,a,TSV,5,adv2,249
10,1,a,TSV,6,v,318
10,1,a,TSV,7,-,441
10,1,a,TSV,8,-,548
10,1,a,TSV,?,1,1439
10,14,b,SVO,0,adv1,343
10,14,b,SVO,1,d2,308
10,14,b,SVO,2,na,829
10,14,b,SVO,3,adv2,1156
10,14,b,SVO,4,v,413
10,14,b,SVO,5,d1,477
10,14,b,SVO,6,np,386
10,14,b,SVO,7,-,437
10,14,b,SVO,8,-,271
10,14,b,SVO,9,-,499
10,14,b,SVO,?,1,2492
10,3,a,TSV,0,d1,338
10,3,a,TSV,1,np,329
10,3,a,TSV,2,adv1,362
10,3,a,TSV,3,d2,217
10,3,a,TSV,4,na,447
10,3,a,TSV,5,adv2,409
10,3,a,TSV,6,v,333
10,3,a,TSV,7,-,407
10,3,a,TSV,8,-,270
10,3,a,TSV,9,-,576
10,3,a,TSV,?,1,1628
10,7,a,TSV,0,d1,331
10,7,a,TSV,1,np,402
10,7,a,TSV,2,adv1,435
10,7,a,TSV,3,d2,523
10,7,a,TSV,4,na,415
10,7,a,TSV,5,adv2,338
10,7,a,TSV,6,v,361
10,7,a,TSV,7,-,620
10,7,a,TSV,?,1,1109
10,9,a,TSV,0,d1,586
10,9,a,TSV,1,np,386
10,9,a,TSV,2,adv1,363
10,9,a,TSV,3,d2,323
10,9,a,TSV,4,na,302
10,9,a,TSV,5,adv2,463
10,9,a,TSV,6,v,452
10,9,a,TSV,7,-,354
10,9,a,TSV,8,-,325
10,9,a,TSV,?,1,1683
10,4,b,SVO,0,adv1,310
10,4,b,SVO,1,d2,440
10,4,b,SVO,2,na,319
10,4,b,SVO,3,adv2,402
10,4,b,SVO,4,v,339
10,4,b,SVO,5,d1,352
10,4,b,SVO,6,np,253
10,4,b,SVO,7,-,206
10,4,b,SVO,8,-,606
10,4,b,SVO,?,1,1468
10,15,a,TSV,0,d1,396
10,15,a,TSV,1,np,331
10,15,a,TSV,2,adv1,274
10,15,a,TSV,3,d2,278
10,15,a,TSV,4,na,487
10,15,a,TSV,5,adv2,430
10,15,a,TSV,6,v,751
10,15,a,TSV,7,-,388
10,15,a,TSV,8,-,319
10,15,a,TSV,9,-,637
10,15,a,TSV,?,1,1556
10,10,b,SVO,0,adv1,439
10,10,b,SVO,1,d2,365
10,10,b,SVO,2,na,324
10,10,b,SVO,3,adv2,409
10,10,b,SVO,4,v,411
10,10,b,SVO,5,d1,525
10,10,b,SVO,6,np,420
10,10,b,SVO,7,-,475
10,10,b,SVO,8,-,646
10,10,b,SVO,?,1,1364
10,13,a,TSV,0,d1,428
10,13,a,TSV,1,np,527
10,13,a,TSV,2,adv1,439
10,13,a,TSV,3,d2,329
10,13,a,TSV,4,na,412
10,13,a,TSV,5,adv2,369
10,13,a,TSV,6,v,344
10,13,a,TSV,7,-,369
10,13,a,TSV,8,-,397
10,13,a,TSV,?,1,1563
10,5,a,TSV,0,d1,401
10,5,a,TSV,1,np,316
10,5,a,TSV,2,adv1,249
10,5,a,TSV,3,d2,352
10,5,a,TSV,4,na,291
10,5,a,TSV,5,adv2,316
10,5,a,TSV,6,v,306
10,5,a,TSV,7,-,417
10,5,a,TSV,8,-,313
10,5,a,TSV,9,-,442
10,5,a,TSV,?,1,1646
10,2,b,SVO,0,adv1,314
10,2,b,SVO,1,d2,236
10,2,b,SVO,2,na,348
10,2,b,SVO,3,adv2,314
10,2,b,SVO,4,v,335
10,2,b,SVO,5,d1,331
10,2,b,SVO,6,np,445
10,2,b,SVO,7,-,354
10,2,b,SVO,8,-,308
10,2,b,SVO,?,1,1795
11,12,b,SVO,0,adv1,609
11,12,b,SVO,1,d2,591
11,12,b,SVO,2,na,977
11,12,b,SVO,3,adv2,905
11,12,b,SVO,4,v,614
11,12,b,SVO,5,d1,555
11,12,b,SVO,6,np,639
11,12,b,SVO,7,-,943
11,12,b,SVO,8,-,882
11,12,b,SVO,?,1,1904
11,7,a,TSV,0,d1,504
11,7,a,TSV,1,np,578
11,7,a,TSV,2,adv1,578
11,7,a,TSV,3,d2,560
11,7,a,TSV,4,na,1213
11,7,a,TSV,5,adv2,597
11,7,a,TSV,6,v,684
11,7,a,TSV,7,-,715
11,7,a,TSV,?,1,1332
11,2,b,SVO,0,adv1,424
11,2,b,SVO,1,d2,553
11,2,b,SVO,2,na,804
11,2,b,SVO,3,adv2,497
11,2,b,SVO,4,v,580
11,2,b,SVO,5,d1,859
11,2,b,SVO,6,np,709
11,2,b,SVO,7,-,725
11,2,b,SVO,8,-,567
11,2,b,SVO,?,1,3404
11,9,a,TSV,0,d1,595
11,9,a,TSV,1,np,690
