subj,item,condition,constituent,position,word,Q,RT
49,22,b,main-V1,20,__,-,395
49,22,b,main-V2,21,___,-,1337
49,22,b,,?,N,1,2164
50,1,b,comma,11,_,-,574
50,1,b,RC-V1,12,__,-,408
50,1,b,RC-V2,13,__,-,443
50,1,b,DCL,14,__,-,383
50,1,b,DP,15,__,-,454
50,1,b,DE,16,_,-,459
50,1,b,HN,17,_,-,540
50,1,b,ADV,18,__,-,523
50,1,b,quantifier,19,_,-,455
50,1,b,main-V1,20,__,-,399
50,1,b,main-V2,21,___,-,868
50,1,b,,?,Y,1,3658
50,5,b,comma,11,_,-,345
50,5,b,RC-V1,12,__,-,329
50,5,b,RC-V2,13,__,-,349
50,5,b,DCL,14,__,-,309
50,5,b,DP,15,__,-,328
50,5,b,DE,16,_,-,321
50,5,b,HN,17,_,-,324
50,5,b,ADV,18,__,-,320
50,5,b,quantifier,19,_,-,345
50,5,b,main-V1,20,__,-,340
50,5,b,main-V2,21,___,-,480
50,5,b,,?,Y,1,2398
50,9,b,comma,11,_,-,274
50,9,b,RC-V1,12,__,-,538
50,9,b,RC-V2,13,__,-,1758
50,9,b,DCL,14,__,-,459
50,9,b,DP,15,__,-,333
50,9,b,DE,16,_,-,330
50,9,b,HN,17,_,-,319
50,9,b,ADV,18,__,-,240
50,9,b,quantifier,19,_,-,324
50,9,b,main-V1,20,__,-,295
50,9,b,main-V2,21,___,-,544
50,9,b,,?,Y,1,2423
50,13,b,comma,11,_,-,299
50,13,b,RC-V1,12,__,-,299
50,13,b,RC-V2,13,__,-,221
50,13,b,DCL,14,__,-,224
50,13,b,DP,15,__,-,453
50,13,b,DE,16,_,-,345
50,13,b,HN,17,_,-,299
50,13,b,ADV,18,__,-,310
50,13,b,quantifier,19,_,-,335
50,13,b,main-V1,20,__,-,355
50,13,b,main-V2,21,___,-,555
50,13,b,,?,Y,0,5566
50,17,b,comma,11,_,-,353
50,17,b,RC-V1,12,__,-,329
50,17,b,RC-V2,13,__,-,290
50,17,b,DCL,14,__,-,263
50,17,b,DP,15,__,-,434
50,17,b,DE,16,_,-,300
50,17,b,HN,17,_,-,280
50,17,b,ADV,18,__,-,215
50,17,b,quantifier,19,_,-,389
50,17,b,main-V1,20,__,-,365
50,17,b,main-V2,21,___,-,505
50,17,b,,?,Y,1,1268
50,21,b,comma,11,_,-,341
50,21,b,RC-V1,12,__,-,333
50,21,b,RC-V2,13,__,-,284
50,21,b,DCL,14,__,-,244
50,21,b,DP,15,__,-,280
50,21,b,DE,16,_,-,279
50,21,b,HN,17,_,-,360
50,21,b,ADV,18,__,-,285
50,21,b,quantifier,19,_,-,325
50,21,b,main-V1,20,__,-,306
50,21,b,main-V2,21,___,-,1162
50,21,b,,?,Y,1,1866
51,4,b,comma,11,_,-,474
51,4,b,RC-V1,12,__,-,429
51,4,b,RC-V2,13,__,-,513
51,4,b,DCL,14,__,-,458
51,4,b,DP,15,__,-,942
51,4,b,DE,16,_,-,574
51,4,b,HN,17,_,-,549
51,4,b,ADV,18,__,-,569
51,4,b,quantifier,19,_,-,474
51,4,b,main-V1,20,__,-,550
51,4,b,main-V2,21,___,-,763
51,4,b,,?,Y,1,2986
51,8,b,comma,11,_,-,305
51,8,b,RC-V1,12,__,-,334
51,8,b,RC-V2,13,__,-,379
51,8,b,DCL,14,__,-,369
51,8,b,DP,15,__,-,344
51,8,b,DE,16,_,-,330
51,8,b,HN,17,_,-,285
51,8,b,ADV,18,__,-,350
51,8,b,quantifier,19,_,-,310
51,8,b,main-V1,20,__,-,291
51,8,b,main-V2,21,___,-,474
51,8,b,,?,N,1,3126
51,12,b,comma,11,_,-,369
51,12,b,RC-V1,12,__,-,398
51,12,b,RC-V2,13,__,-,345
51,12,b,DCL,14,__,-,398
51,12,b,DP,15,__,-,364
51,12,b,DE,16,_,-,394
51,12,b,HN,17,_,-,320
51,12,b,ADV,18,__,-,369
51,12,b,quantifier,19,_,-,365
51,12,b,main-V1,20,__,-,310
51,12,b,main-V2,21,___,-,421
51,12,b,,?,Y,1,2821
51,16,b,comma,11,_,-,424
51,16,b,RC-V1,12,__,-,344
51,16,b,RC-V2,13,__,-,333
51,16,b,DCL,14,__,-,369
51,16,b,DP,15,__,-,320
51,16,b,DE,16,_,-,329
51,16,b,HN,17,_,-,280
51,16,b,ADV,18,__,-,469
51,16,b,quantifier,19,_,-,369
51,16,b,main-V1,20,__,-,315
51,16,b,main-V2,21,___,-,2855
51,16,b,,?,N,1,6507
51,20,b,comma,11,_,-,328
51,20,b,RC-V1,12,__,-,349
51,20,b,RC-V2,13,__,-,376
51,20,b,DCL,14,__,-,327
51,20,b,DP,15,__,-,334
51,20,b,DE,16,_,-,335
51,20,b,HN,17,_,-,340
51,20,b,ADV,18,__,-,345
51,20,b,quantifier,19,_,-,345
51,20,b,main-V1,20,__,-,459
51,20,b,main-V2,21,___,-,410
51,20,b,,?,N,1,2542
51,24,b,comma,11,_,-,339
51,24,b,RC-V1,12,__,-,319
51,24,b,RC-V2,13,__,-,339
51,24,b,DCL,14,__,-,339
51,24,b,DP,15,__,-,359
51,24,b,DE,16,_,-,384
51,24,b,HN,17,_,-,444
51,24,b,ADV,18,__,-,355
51,24,b,quantifier,19,_,-,385
51,24,b,main-V1,20,__,-,390
51,24,b,main-V2,21,___,-,440
51,24,b,,?,Y,1,1134
52,3,b,comma,11,_,-,249
52,3,b,RC-V1,12,__,-,269
52,3,b,RC-V2,13,__,-,259
52,3,b,DCL,14,__,-,279
52,3,b,DP,15,__,-,285
52,3,b,DE,16,_,-,244
52,3,b,HN,17,_,-,240
52,3,b,ADV,18,__,-,255
52,3,b,quantifier,19,_,-,246
52,3,b,main-V1,20,__,-,245
52,3,b,main-V2,21,___,-,366
52,3,b,,?,N,1,2293
52,7,b,comma,11,_,-,309
52,7,b,RC-V1,12,__,-,419
52,7,b,RC-V2,13,__,-,269
52,7,b,DCL,14,__,-,598
52,7,b,DP,15,__,-,330
52,7,b,DE,16,_,-,360
52,7,b,HN,17,_,-,399
52,7,b,ADV,18,__,-,320
52,7,b,quantifier,19,_,-,389
52,7,b,main-V1,20,__,-,405
52,7,b,main-V2,21,___,-,609
52,7,b,,?,Y,0,2498
52,11,b,comma,11,_,-,389
52,11,b,RC-V1,12,__,-,430
52,11,b,RC-V2,13,__,-,363
52,11,b,DCL,14,__,-,638
52,11,b,DP,15,__,-,444
52,11,b,DE,16,_,-,529
52,11,b,HN,17,_,-,613
52,11,b,ADV,18,__,-,1207
52,11,b,quantifier,19,_,-,344
52,11,b,main-V1,20,__,-,480
52,11,b,main-V2,21,___,-,574
52,11,b,,?,N,1,2682
52,15,b,comma,11,_,-,264
52,15,b,RC-V1,12,__,-,349
52,15,b,RC-V2,13,__,-,667
52,15,b,DCL,14,__,-,582
52,15,b,DP,15,__,-,405
52,15,b,DE,16,_,-,300
52,15,b,HN,17,_,-,390
52,15,b,ADV,18,__,-,419
52,15,b,quantifier,19,_,-,325
52,15,b,main-V1,20,__,-,480
52,15,b,main-V2,21,___,-,1077
52,15,b,,?,N,1,3424
52,19,b,comma,11,_,-,225
52,19,b,RC-V1,12,__,-,270
52,19,b,RC-V2,13,__,-,259
52,19,b,DCL,14,__,-,324
52,19,b,DP,15,__,-,304
52,19,b,DE,16,_,-,275
52,19,b,HN,17,_,-,321
52,19,b,ADV,18,__,-,234
52,19,b,quantifier,19,_,-,289
52,19,b,main-V1,20,__,-,326
52,19,b,main-V2,21,___,-,594
52,19,b,,?,N,1,1637
52,23,b,comma,11,_,-,439
52,23,b,RC-V1,12,__,-,364
52,23,b,RC-V2,13,__,-,309
52,23,b,DCL,14,__,-,324
52,23,b,DP,15,__,-,294
52,23,b,DE,16,_,-,300
52,23,b,HN,17,_,-,280
52,23,b,ADV,18,__,-,285
52,23,b,quantifier,19,_,-,295
52,23,b,main-V1,20,__,-,320
52,23,b,main-V2,21,___,-,674
52,23,b,,?,N,1,4465
53,2,b,comma,11,_,-,235
53,2,b,RC-V1,12,__,-,220
53,2,b,RC-V2,13,__,-,293
53,2,b,DCL,14,__,-,216
53,2,b,DP,15,__,-,235
53,2,b,DE,16,_,-,230
53,2,b,HN,17,_,-,310
53,2,b,ADV,18,__,-,236
53,2,b,quantifier,19,_,-,241
53,2,b,main-V1,20,__,-,189
53,2,b,main-V2,21,___,-,525
53,2,b,,?,Y,1,1786
53,6,b,comma,11,_,-,270
53,6,b,RC-V1,12,__,-,220
53,6,b,RC-V2,13,__,-,229
53,6,b,DCL,14,__,-,285
53,6,b,DP,15,__,-,264
53,6,b,DE,16,_,-,251
53,6,b,HN,17,_,-,205
53,6,b,ADV,18,__,-,259
53,6,b,quantifier,19,_,-,230
53,6,b,main-V1,20,__,-,256
53,6,b,main-V2,21,___,-,240
53,6,b,,?,Y,1,1039
53,10,b,comma,11,_,-,289
53,10,b,RC-V1,12,__,-,205
53,10,b,RC-V2,13,__,-,334
53,10,b,DCL,14,__,-,129
53,10,b,DP,15,__,-,181
53,10,b,DE,16,_,-,289
53,10,b,HN,17,_,-,225
53,10,b,ADV,18,__,-,210
53,10,b,quantifier,19,_,-,405
53,10,b,main-V1,20,__,-,265
53,10,b,main-V2,21,___,-,206
53,10,b,,?,N,1,1273
53,14,b,comma,11,_,-,239
53,14,b,RC-V1,12,__,-,214
53,14,b,RC-V2,13,__,-,239
53,14,b,DCL,14,__,-,239
53,14,b,DP,15,__,-,135
53,14,b,DE,16,_,-,221
53,14,b,HN,17,_,-,229
53,14,b,ADV,18,__,-,230
53,14,b,quantifier,19,_,-,190
53,14,b,main-V1,20,__,-,225
53,14,b,main-V2,21,___,-,406
53,14,b,,?,Y,1,5351
53,18,b,comma,11,_,-,199
53,18,b,RC-V1,12,__,-,464
53,18,b,RC-V2,13,__,-,274
53,18,b,DCL,14,__,-,184
53,18,b,DP,15,__,-,470
53,18,b,DE,16,_,-,434
53,18,b,HN,17,_,-,229
53,18,b,ADV,18,__,-,250
53,18,b,quantifier,19,_,-,310
53,18,b,main-V1,20,__,-,464
53,18,b,main-V2,21,___,-,256
53,18,b,,?,Y,1,1357
53,22,b,comma,11,_,-,219
53,22,b,RC-V1,12,__,-,275
53,22,b,RC-V2,13,__,-,248
53,22,b,DCL,14,__,-,269
53,22,b,DP,15,__,-,240
53,22,b,DE,16,_,-,235
53,22,b,HN,17,_,-,205
53,22,b,ADV,18,__,-,235
53,22,b,quantifier,19,_,-,246
53,22,b,main-V1,20,__,-,235
53,22,b,main-V2,21,___,-,455
53,22,b,,?,N,1,3643
54,1,b,comma,11,_,-,399
54,1,b,RC-V1,12,__,-,394
54,1,b,RC-V2,13,__,-,389
54,1,b,DCL,14,__,-,339
54,1,b,DP,15,__,-,369
54,1,b,DE,16,_,-,340
54,1,b,HN,17,_,-,345
54,1,b,ADV,18,__,-,341
54,1,b,quantifier,19,_,-,313
54,1,b,main-V1,20,__,-,350
54,1,b,main-V2,21,___,-,485
54,1,b,,?,Y,1,1756
54,5,b,comma,11,_,-,404
54,5,b,RC-V1,12,__,-,374
54,5,b,RC-V2,13,__,-,419
54,5,b,DCL,14,__,-,359
54,5,b,DP,15,__,-,384
54,5,b,DE,16,_,-,414
54,5,b,HN,17,_,-,464
54,5,b,ADV,18,__,-,365
54,5,b,quantifier,19,_,-,394
54,5,b,main-V1,20,__,-,380
54,5,b,main-V2,21,___,-,649
54,5,b,,?,Y,1,1806
54,9,b,comma,11,_,-,468
54,9,b,RC-V1,12,__,-,344
54,9,b,RC-V2,13,__,-,374
54,9,b,DCL,14,__,-,303
54,9,b,DP,15,__,-,414
54,9,b,DE,16,_,-,350
54,9,b,HN,17,_,-,320
54,9,b,ADV,18,__,-,351
54,9,b,quantifier,19,_,-,408
54,9,b,main-V1,20,__,-,300
54,9,b,main-V2,21,___,-,460
54,9,b,,?,Y,1,2488
54,13,b,comma,11,_,-,449
54,13,b,RC-V1,12,__,-,461
54,13,b,RC-V2,13,__,-,442
54,13,b,DCL,14,__,-,446
54,13,b,DP,15,__,-,479
54,13,b,DE,16,_,-,492
54,13,b,HN,17,_,-,405
54,13,b,ADV,18,__,-,429
54,13,b,quantifier,19,_,-,434
54,13,b,main-V1,20,__,-,450
54,13,b,main-V2,21,___,-,490
54,13,b,,?,Y,0,7632
54,17,b,comma,11,_,-,524
54,17,b,RC-V1,12,__,-,484
54,17,b,RC-V2,13,__,-,508
54,17,b,DCL,14,__,-,533
54,17,b,DP,15,__,-,445
54,17,b,DE,16,_,-,498
54,17,b,HN,17,_,-,460
54,17,b,ADV,18,__,-,499
54,17,b,quantifier,19,_,-,484
54,17,b,main-V1,20,__,-,490
54,17,b,main-V2,21,___,-,554
54,17,b,,?,Y,1,3654
54,21,b,comma,11,_,-,274
54,21,b,RC-V1,12,__,-,295
54,21,b,RC-V2,13,__,-,304
54,21,b,DCL,14,__,-,319
54,21,b,DP,15,__,-,524
54,21,b,DE,16,_,-,479
54,21,b,HN,17,_,-,310
54,21,b,ADV,18,__,-,335
54,21,b,quantifier,19,_,-,309
54,21,b,main-V1,20,__,-,325
54,21,b,main-V2,21,___,-,540
54,21,b,,?,Y,1,2891
55,4,b,comma,11,_,-,469
55,4,b,RC-V1,12,__,-,1400
55,4,b,RC-V2,13,__,-,429
55,4,b,DCL,14,__,-,487
55,4,b,DP,15,__,-,698
55,4,b,DE,16,_,-,375
55,4,b,HN,17,_,-,309
55,4,b,ADV,18,__,-,335
55,4,b,quantifier,19,_,-,290
55,4,b,main-V1,20,__,-,304
55,4,b,main-V2,21,___,-,482
55,4,b,,?,Y,1,2871
55,8,b,comma,11,_,-,464
55,8,b,RC-V1,12,__,-,672
55,8,b,RC-V2,13,__,-,926
55,8,b,DCL,14,__,-,379
55,8,b,DP,15,__,-,404
55,8,b,DE,16,_,-,285
55,8,b,HN,17,_,-,316
55,8,b,ADV,18,__,-,284
55,8,b,quantifier,19,_,-,281
55,8,b,main-V1,20,__,-,329
55,8,b,main-V2,21,___,-,400
55,8,b,,?,N,1,1233
55,12,b,comma,11,_,-,414
55,12,b,RC-V1,12,__,-,513
55,12,b,RC-V2,13,__,-,349
55,12,b,DCL,14,__,-,400
55,12,b,DP,15,__,-,309
55,12,b,DE,16,_,-,375
55,12,b,HN,17,_,-,365
55,12,b,ADV,18,__,-,354
55,12,b,quantifier,19,_,-,311
55,12,b,main-V1,20,__,-,304
55,12,b,main-V2,21,___,-,526
55,12,b,,?,Y,1,2732
55,16,b,comma,11,_,-,559
55,16,b,RC-V1,12,__,-,498
55,16,b,RC-V2,13,__,-,548
55,16,b,DCL,14,__,-,533
55,16,b,DP,15,__,-,494
55,16,b,DE,16,_,-,410
55,16,b,HN,17,_,-,370
55,16,b,ADV,18,__,-,434
55,16,b,quantifier,19,_,-,330
55,16,b,main-V1,20,__,-,336
55,16,b,main-V2,21,___,-,848
55,16,b,,?,N,1,1975
55,20,b,comma,11,_,-,449
55,20,b,RC-V1,12,__,-,508
55,20,b,RC-V2,13,__,-,294
55,20,b,DCL,14,__,-,319
55,20,b,DP,15,__,-,324
55,20,b,DE,16,_,-,464
55,20,b,HN,17,_,-,405
55,20,b,ADV,18,__,-,404
55,20,b,quantifier,19,_,-,305
55,20,b,main-V1,20,__,-,325
55,20,b,main-V2,21,___,-,510
55,20,b,,?,N,1,1731
55,24,b,comma,11,_,-,359
55,24,b,RC-V1,12,__,-,403
55,24,b,RC-V2,13,__,-,513
55,24,b,DCL,14,__,-,563
55,24,b,DP,15,__,-,334
55,24,b,DE,16,_,-,300
55,24,b,HN,17,_,-,310
55,24,b,ADV,18,__,-,280
55,24,b,quantifier,19,_,-,350
55,24,b,main-V1,20,__,-,329
55,24,b,main-V2,21,___,-,674
55,24,b,,?,Y,1,2389
56,3,b,comma,11,_,-,299
56,3,b,RC-V1,12,__,-,304
56,3,b,RC-V2,13,__,-,270
56,3,b,DCL,14,__,-,312
56,3,b,DP,15,__,-,284
56,3,b,DE,16,_,-,295
56,3,b,HN,17,_,-,346
56,3,b,ADV,18,__,-,389
56,3,b,quantifier,19,_,-,300
56,3,b,main-V1,20,__,-,281
56,3,b,main-V2,21,___,-,385
56,3,b,,?,N,1,2095
56,7,b,comma,11,_,-,359
56,7,b,RC-V1,12,__,-,286
56,7,b,RC-V2,13,__,-,213
56,7,b,DCL,14,__,-,384
56,7,b,DP,15,__,-,260
56,7,b,DE,16,_,-,325
56,7,b,HN,17,_,-,395
56,7,b,ADV,18,__,-,345
56,7,b,quantifier,19,_,-,340
56,7,b,main-V1,20,__,-,623
56,7,b,main-V2,21,___,-,739
56,7,b,,?,N,1,1701
56,11,b,comma,11,_,-,333
56,11,b,RC-V1,12,__,-,290
56,11,b,RC-V2,13,__,-,264
56,11,b,DCL,14,__,-,264
56,11,b,DP,15,__,-,275
56,11,b,DE,16,_,-,285
56,11,b,HN,17,_,-,305
56,11,b,ADV,18,__,-,295
56,11,b,quantifier,19,_,-,316
56,11,b,main-V1,20,__,-,275
56,11,b,main-V2,21,___,-,291
56,11,b,,?,N,1,1357
56,15,b,comma,11,_,-,384
56,15,b,RC-V1,12,__,-,349
56,15,b,RC-V2,13,__,-,320
56,15,b,DCL,14,__,-,263
56,15,b,DP,15,__,-,280
56,15,b,DE,16,_,-,270
56,15,b,HN,17,_,-,554
56,15,b,ADV,18,__,-,374
56,15,b,quantifier,19,_,-,322
56,15,b,main-V1,20,__,-,384
56,15,b,main-V2,21,___,-,468
56,15,b,,?,Y,0,4321
56,19,b,comma,11,_,-,328
56,19,b,RC-V1,12,__,-,349
56,19,b,RC-V2,13,__,-,254
56,19,b,DCL,14,__,-,305
56,19,b,DP,15,__,-,303
56,19,b,DE,16,_,-,286
56,19,b,HN,17,_,-,319
56,19,b,ADV,18,__,-,500
56,19,b,quantifier,19,_,-,289
56,19,b,main-V1,20,__,-,311
56,19,b,main-V2,21,___,-,704
56,19,b,,?,N,1,2514
56,23,b,comma,11,_,-,354
56,23,b,RC-V1,12,__,-,320
56,23,b,RC-V2,13,__,-,268
56,23,b,DCL,14,__,-,289
56,23,b,DP,15,__,-,374
56,23,b,DE,16,_,-,375
56,23,b,HN,17,_,-,316
56,23,b,ADV,18,__,-,349
56,23,b,quantifier,19,_,-,330
56,23,b,main-V1,20,__,-,345
56,23,b,main-V2,21,___,-,465
56,23,b,,?,N,1,2612
57,2,b,comma,11,_,-,289
57,2,b,RC-V1,12,__,-,354
57,2,b,RC-V2,13,__,-,309
57,2,b,DCL,14,__,-,283
57,2,b,DP,15,__,-,265
57,2,b,DE,16,_,-,300
57,2,b,HN,17,_,-,315
57,2,b,ADV,18,__,-,285
57,2,b,quantifier,19,_,-,310
57,2,b,main-V1,20,__,-,349
57,2,b,main-V2,21,___,-,520
57,2,b,,?,Y,1,1542
57,6,b,comma,11,_,-,310
57,6,b,RC-V1,12,__,-,269
57,6,b,RC-V2,13,__,-,354
57,6,b,DCL,14,__,-,339
57,6,b,DP,15,__,-,314
57,6,b,DE,16,_,-,290
57,6,b,HN,17,_,-,410
57,6,b,ADV,18,__,-,295
57,6,b,quantifier,19,_,-,305
57,6,b,main-V1,20,__,-,290
57,6,b,main-V2,21,___,-,549
57,6,b,,?,Y,1,1493
57,10,b,comma,11,_,-,318
57,10,b,RC-V1,12,__,-,274
57,10,b,RC-V2,13,__,-,250
57,10,b,DCL,14,__,-,309
57,10,b,DP,15,__,-,254
57,10,b,DE,16,_,-,300
57,10,b,HN,17,_,-,280
57,10,b,ADV,18,__,-,464
57,10,b,quantifier,19,_,-,325
57,10,b,main-V1,20,__,-,370
57,10,b,main-V2,21,___,-,614
57,10,b,,?,N,1,1682
57,14,b,comma,11,_,-,419
57,14,b,RC-V1,12,__,-,374
57,14,b,RC-V2,13,__,-,349
57,14,b,DCL,14,__,-,404
57,14,b,DP,15,__,-,488
57,14,b,DE,16,_,-,599
57,14,b,HN,17,_,-,559
57,14,b,ADV,18,__,-,584
57,14,b,quantifier,19,_,-,385
57,14,b,main-V1,20,__,-,374
57,14,b,main-V2,21,___,-,604
57,14,b,,?,Y,1,3375
57,18,b,comma,11,_,-,523
57,18,b,RC-V1,12,__,-,289
57,18,b,RC-V2,13,__,-,275
57,18,b,DCL,14,__,-,313
57,18,b,DP,15,__,-,329
57,18,b,DE,16,_,-,301
57,18,b,HN,17,_,-,355
57,18,b,ADV,18,__,-,314
57,18,b,quantifier,19,_,-,336
57,18,b,main-V1,20,__,-,329
57,18,b,main-V2,21,___,-,634
57,18,b,,?,Y,1,2049
57,22,b,comma,11,_,-,373
57,22,b,RC-V1,12,__,-,304
57,22,b,RC-V2,13,__,-,260
57,22,b,DCL,14,__,-,298
57,22,b,DP,15,__,-,295
57,22,b,DE,16,_,-,320
57,22,b,HN,17,_,-,390
57,22,b,ADV,18,__,-,424
57,22,b,quantifier,19,_,-,290
57,22,b,main-V1,20,__,-,290
57,22,b,main-V2,21,___,-,500
57,22,b,,?,N,1,2976
58,1,b,comma,11,_,-,423
58,1,b,RC-V1,12,__,-,359
58,1,b,RC-V2,13,__,-,304
58,1,b,DCL,14,__,-,359
58,1,b,DP,15,__,-,340
58,1,b,DE,16,_,-,304
58,1,b,HN,17,_,-,285
58,1,b,ADV,18,__,-,355
58,1,b,quantifier,19,_,-,321
58,1,b,main-V1,20,__,-,464
58,1,b,main-V2,21,___,-,1635
58,1,b,,?,Y,1,2558
58,5,b,comma,11,_,-,354
58,5,b,RC-V1,12,__,-,399
58,5,b,RC-V2,13,__,-,309
58,5,b,DCL,14,__,-,364
58,5,b,DP,15,__,-,321
58,5,b,DE,16,_,-,279
58,5,b,HN,17,_,-,399
58,5,b,ADV,18,__,-,275
58,5,b,quantifier,19,_,-,360
58,5,b,main-V1,20,__,-,335
58,5,b,main-V2,21,___,-,793
58,5,b,,?,Y,1,2279
58,9,b,comma,11,_,-,340
58,9,b,RC-V1,12,__,-,324
58,9,b,RC-V2,13,__,-,304
58,9,b,DCL,14,__,-,374
58,9,b,DP,15,__,-,344
58,9,b,DE,16,_,-,320
58,9,b,HN,17,_,-,331
58,9,b,ADV,18,__,-,285
58,9,b,quantifier,19,_,-,379
58,9,b,main-V1,20,__,-,469
58,9,b,main-V2,21,___,-,1187
58,9,b,,?,Y,1,4355
58,13,b,comma,11,_,-,328
58,13,b,RC-V1,12,__,-,304
58,13,b,RC-V2,13,__,-,240
58,13,b,DCL,14,__,-,273
58,13,b,DP,15,__,-,250
58,13,b,DE,16,_,-,315
58,13,b,HN,17,_,-,285
58,13,b,ADV,18,__,-,310
58,13,b,quantifier,19,_,-,414
58,13,b,main-V1,20,__,-,385
58,13,b,main-V2,21,___,-,764
58,13,b,,?,N,1,4878
58,17,b,comma,11,_,-,284
58,17,b,RC-V1,12,__,-,394
58,17,b,RC-V2,13,__,-,309
58,17,b,DCL,14,__,-,513
58,17,b,DP,15,__,-,355
58,17,b,DE,16,_,-,369
58,17,b,HN,17,_,-,400
58,17,b,ADV,18,__,-,350
58,17,b,quantifier,19,_,-,350
58,17,b,main-V1,20,__,-,410
58,17,b,main-V2,21,___,-,873
58,17,b,,?,Y,1,1597
58,21,b,comma,11,_,-,359
58,21,b,RC-V1,12,__,-,464
58,21,b,RC-V2,13,__,-,583
58,21,b,DCL,14,__,-,344
58,21,b,DP,15,__,-,314
58,21,b,DE,16,_,-,346
58,21,b,HN,17,_,-,394
58,21,b,ADV,18,__,-,285
58,21,b,quantifier,19,_,-,379
58,21,b,main-V1,20,__,-,465
58,21,b,main-V2,21,___,-,660
58,21,b,,?,Y,1,2124
59,4,b,comma,11,_,-,384
59,4,b,RC-V1,12,__,-,454
59,4,b,RC-V2,13,__,-,488
59,4,b,DCL,14,__,-,264
59,4,b,DP,15,__,-,250
59,4,b,DE,16,_,-,245
59,4,b,HN,17,_,-,225
59,4,b,ADV,18,__,-,220
59,4,b,quantifier,19,_,-,355
59,4,b,main-V1,20,__,-,335
59,4,b,main-V2,21,___,-,440
59,4,b,,?,Y,1,1880
59,8,b,comma,11,_,-,225
59,8,b,RC-V1,12,__,-,229
59,8,b,RC-V2,13,__,-,254
59,8,b,DCL,14,__,-,294
59,8,b,DP,15,__,-,255
59,8,b,DE,16,_,-,230
59,8,b,HN,17,_,-,395
59,8,b,ADV,18,__,-,306
59,8,b,quantifier,19,_,-,265
59,8,b,main-V1,20,__,-,311
59,8,b,main-V2,21,___,-,499
59,8,b,,?,Y,0,1363
59,12,b,comma,11,_,-,215
59,12,b,RC-V1,12,__,-,170
59,12,b,RC-V2,13,__,-,308
59,12,b,DCL,14,__,-,329
59,12,b,DP,15,__,-,265
59,12,b,DE,16,_,-,230
59,12,b,HN,17,_,-,266
59,12,b,ADV,18,__,-,265
59,12,b,quantifier,19,_,-,315
59,12,b,main-V1,20,__,-,305
59,12,b,main-V2,21,___,-,395
59,12,b,,?,Y,1,2289
59,16,b,comma,11,_,-,279
59,16,b,RC-V1,12,__,-,444
59,16,b,RC-V2,13,__,-,285
59,16,b,DCL,14,__,-,258
59,16,b,DP,15,__,-,315
59,16,b,DE,16,_,-,279
59,16,b,HN,17,_,-,265
59,16,b,ADV,18,__,-,244
59,16,b,quantifier,19,_,-,240
59,16,b,main-V1,20,__,-,260
59,16,b,main-V2,21,___,-,360
59,16,b,,?,N,1,2274
59,20,b,comma,11,_,-,200
59,20,b,RC-V1,12,__,-,214
59,20,b,RC-V2,13,__,-,245
59,20,b,DCL,14,__,-,205
59,20,b,DP,15,__,-,214
59,20,b,DE,16,_,-,205
59,20,b,HN,17,_,-,211
59,20,b,ADV,18,__,-,185
59,20,b,quantifier,19,_,-,182
59,20,b,main-V1,20,__,-,354
59,20,b,main-V2,21,___,-,554
59,20,b,,?,N,1,1124
59,24,b,comma,11,_,-,206
59,24,b,RC-V1,12,__,-,185
59,24,b,RC-V2,13,__,-,214
59,24,b,DCL,14,__,-,200
59,24,b,DP,15,__,-,210
59,24,b,DE,16,_,-,215
59,24,b,HN,17,_,-,345
59,24,b,ADV,18,__,-,295
59,24,b,quantifier,19,_,-,375
59,24,b,main-V1,20,__,-,340
59,24,b,main-V2,21,___,-,504
59,24,b,,?,Y,1,870
60,3,b,comma,11,_,-,227
60,3,b,RC-V1,12,__,-,260
60,3,b,RC-V2,13,__,-,355
60,3,b,DCL,14,__,-,175
60,3,b,DP,15,__,-,284
60,3,b,DE,16,_,-,294
60,3,b,HN,17,_,-,315
60,3,b,ADV,18,__,-,255
60,3,b,quantifier,19,_,-,256
60,3,b,main-V1,20,__,-,285
60,3,b,main-V2,21,___,-,286
60,3,b,,?,N,1,1526
60,7,b,comma,11,_,-,403
60,7,b,RC-V1,12,__,-,355
60,7,b,RC-V2,13,__,-,324
60,7,b,DCL,14,__,-,265
60,7,b,DP,15,__,-,304
60,7,b,DE,16,_,-,324
60,7,b,HN,17,_,-,356
60,7,b,ADV,18,__,-,205
60,7,b,quantifier,19,_,-,318
60,7,b,main-V1,20,__,-,293
60,7,b,main-V2,21,___,-,295
60,7,b,,?,Y,0,1150
60,11,b,comma,11,_,-,444
60,11,b,RC-V1,12,__,-,265
60,11,b,RC-V2,13,__,-,413
60,11,b,DCL,14,__,-,245
60,11,b,DP,15,__,-,290
60,11,b,DE,16,_,-,359
60,11,b,HN,17,_,-,251
60,11,b,ADV,18,__,-,319
60,11,b,quantifier,19,_,-,355
60,11,b,main-V1,20,__,-,325
60,11,b,main-V2,21,___,-,227
60,11,b,,?,N,1,2701
60,15,b,comma,11,_,-,226
60,15,b,RC-V1,12,__,-,313
60,15,b,RC-V2,13,__,-,244
60,15,b,DCL,14,__,-,244
60,15,b,DP,15,__,-,324
60,15,b,DE,16,_,-,246
60,15,b,HN,17,_,-,286
60,15,b,ADV,18,__,-,273
60,15,b,quantifier,19,_,-,305
60,15,b,main-V1,20,__,-,315
60,15,b,main-V2,21,___,-,256
