subj,item,condition,constituent,position,word,Q,RT
48,14,a,RC-V1,14,__,-,493
48,14,a,RC-V2,15,__,-,334
48,14,a,DE,16,_,-,444
48,14,a,HN,17,_,-,388
48,14,a,ADV,18,__,-,426
48,14,a,quantifier,19,_,-,365
48,14,a,Main-V1,20,__,-,350
48,14,a,Main-V2,21,___,-,813
48,14,a,,?,Y,1,1771
48,18,a,comma,11,_,-,309
48,18,a,DCL,12,__,-,474
48,18,a,DP,13,__,-,270
48,18,a,RC-V1,14,__,-,234
48,18,a,RC-V2,15,__,-,259
48,18,a,DE,16,_,-,300
48,18,a,HN,17,_,-,316
48,18,a,ADV,18,__,-,295
48,18,a,quantifier,19,_,-,289
48,18,a,Main-V1,20,__,-,335
48,18,a,Main-V2,21,___,-,440
48,18,a,,?,Y,1,1701
48,22,a,comma,11,_,-,353
48,22,a,DCL,12,__,-,269
48,22,a,DP,13,__,-,309
48,22,a,RC-V1,14,__,-,300
48,22,a,RC-V2,15,__,-,279
48,22,a,DE,16,_,-,469
48,22,a,HN,17,_,-,380
48,22,a,ADV,18,__,-,355
48,22,a,quantifier,19,_,-,331
48,22,a,Main-V1,20,__,-,299
48,22,a,Main-V2,21,___,-,848
48,22,a,,?,N,1,2349
49,1,a,comma,11,_,-,201
49,1,a,DCL,12,__,-,235
49,1,a,DP,13,__,-,213
49,1,a,RC-V1,14,__,-,214
49,1,a,RC-V2,15,__,-,534
49,1,a,DE,16,_,-,430
49,1,a,HN,17,_,-,344
49,1,a,ADV,18,__,-,444
49,1,a,quantifier,19,_,-,265
49,1,a,Main-V1,20,__,-,549
49,1,a,Main-V2,21,___,-,1545
49,1,a,,?,Y,1,1721
49,5,a,comma,11,_,-,225
49,5,a,DCL,12,__,-,214
49,5,a,DP,13,__,-,249
49,5,a,RC-V1,14,__,-,259
49,5,a,RC-V2,15,__,-,275
49,5,a,DE,16,_,-,305
49,5,a,HN,17,_,-,291
49,5,a,ADV,18,__,-,463
49,5,a,quantifier,19,_,-,290
49,5,a,Main-V1,20,__,-,569
49,5,a,Main-V2,21,___,-,878
49,5,a,,?,Y,1,3224
49,9,a,comma,11,_,-,419
49,9,a,DCL,12,__,-,718
49,9,a,DP,13,__,-,380
49,9,a,RC-V1,14,__,-,478
49,9,a,RC-V2,15,__,-,941
49,9,a,DE,16,_,-,515
49,9,a,HN,17,_,-,455
49,9,a,ADV,18,__,-,1739
49,9,a,quantifier,19,_,-,364
49,9,a,Main-V1,20,__,-,624
49,9,a,Main-V2,21,___,-,2900
49,9,a,,?,Y,1,4027
49,13,a,comma,11,_,-,400
49,13,a,DCL,12,__,-,782
49,13,a,DP,13,__,-,877
49,13,a,RC-V1,14,__,-,743
49,13,a,RC-V2,15,__,-,504
49,13,a,DE,16,_,-,659
49,13,a,HN,17,_,-,573
49,13,a,ADV,18,__,-,1729
49,13,a,quantifier,19,_,-,399
49,13,a,Main-V1,20,__,-,469
49,13,a,Main-V2,21,___,-,1984
49,13,a,,?,N,1,5386
49,17,a,comma,11,_,-,200
49,17,a,DCL,12,__,-,190
49,17,a,DP,13,__,-,272
49,17,a,RC-V1,14,__,-,269
49,17,a,RC-V2,15,__,-,413
49,17,a,DE,16,_,-,354
49,17,a,HN,17,_,-,290
49,17,a,ADV,18,__,-,241
49,17,a,quantifier,19,_,-,319
49,17,a,Main-V1,20,__,-,479
49,17,a,Main-V2,21,___,-,3443
49,17,a,,?,Y,1,2014
49,21,a,comma,11,_,-,209
49,21,a,DCL,12,__,-,330
49,21,a,DP,13,__,-,219
49,21,a,RC-V1,14,__,-,218
49,21,a,RC-V2,15,__,-,220
49,21,a,DE,16,_,-,399
49,21,a,HN,17,_,-,266
49,21,a,ADV,18,__,-,523
49,21,a,quantifier,19,_,-,394
49,21,a,Main-V1,20,__,-,285
49,21,a,Main-V2,21,___,-,963
49,21,a,,?,Y,1,2488
50,4,a,comma,11,_,-,325
50,4,a,DCL,12,__,-,313
50,4,a,DP,13,__,-,299
50,4,a,RC-V1,14,__,-,249
50,4,a,RC-V2,15,__,-,285
50,4,a,DE,16,_,-,604
50,4,a,HN,17,_,-,615
50,4,a,ADV,18,__,-,508
50,4,a,quantifier,19,_,-,534
50,4,a,Main-V1,20,__,-,680
50,4,a,Main-V2,21,___,-,2083
50,4,a,,?,Y,1,2722
50,8,a,comma,11,_,-,325
50,8,a,DCL,12,__,-,399
50,8,a,DP,13,__,-,383
50,8,a,RC-V1,14,__,-,365
50,8,a,RC-V2,15,__,-,369
50,8,a,DE,16,_,-,862
50,8,a,HN,17,_,-,589
50,8,a,ADV,18,__,-,508
50,8,a,quantifier,19,_,-,420
50,8,a,Main-V1,20,__,-,405
50,8,a,Main-V2,21,___,-,1925
50,8,a,,?,N,1,8155
50,12,a,comma,11,_,-,419
50,12,a,DCL,12,__,-,370
50,12,a,DP,13,__,-,373
50,12,a,RC-V1,14,__,-,339
50,12,a,RC-V2,15,__,-,907
50,12,a,DE,16,_,-,509
50,12,a,HN,17,_,-,414
50,12,a,ADV,18,__,-,415
50,12,a,quantifier,19,_,-,410
50,12,a,Main-V1,20,__,-,435
50,12,a,Main-V2,21,___,-,1600
50,12,a,,?,Y,1,1965
50,16,a,comma,11,_,-,379
50,16,a,DCL,12,__,-,399
50,16,a,DP,13,__,-,314
50,16,a,RC-V1,14,__,-,364
50,16,a,RC-V2,15,__,-,349
50,16,a,DE,16,_,-,554
50,16,a,HN,17,_,-,389
50,16,a,ADV,18,__,-,369
50,16,a,quantifier,19,_,-,384
50,16,a,Main-V1,20,__,-,421
50,16,a,Main-V2,21,___,-,1440
50,16,a,,?,N,1,4927
50,20,a,comma,11,_,-,623
50,20,a,DCL,12,__,-,538
50,20,a,DP,13,__,-,414
50,20,a,RC-V1,14,__,-,1271
50,20,a,RC-V2,15,__,-,468
50,20,a,DE,16,_,-,474
50,20,a,HN,17,_,-,460
50,20,a,ADV,18,__,-,400
50,20,a,quantifier,19,_,-,394
50,20,a,Main-V1,20,__,-,385
50,20,a,Main-V2,21,___,-,3259
50,20,a,,?,N,1,2268
50,24,a,comma,11,_,-,454
50,24,a,DCL,12,__,-,285
50,24,a,DP,13,__,-,313
50,24,a,RC-V1,14,__,-,314
50,24,a,RC-V2,15,__,-,275
50,24,a,DE,16,_,-,286
50,24,a,HN,17,_,-,339
50,24,a,ADV,18,__,-,390
50,24,a,quantifier,19,_,-,284
50,24,a,Main-V1,20,__,-,345
50,24,a,Main-V2,21,___,-,774
50,24,a,,?,Y,1,3100
51,3,a,comma,11,_,-,428
51,3,a,DCL,12,__,-,364
51,3,a,DP,13,__,-,334
51,3,a,RC-V1,14,__,-,498
51,3,a,RC-V2,15,__,-,354
51,3,a,DE,16,_,-,390
51,3,a,HN,17,_,-,390
51,3,a,ADV,18,__,-,366
51,3,a,quantifier,19,_,-,398
51,3,a,Main-V1,20,__,-,474
51,3,a,Main-V2,21,___,-,425
51,3,a,,?,N,1,6337
51,7,a,comma,11,_,-,403
51,7,a,DCL,12,__,-,772
51,7,a,DP,13,__,-,643
51,7,a,RC-V1,14,__,-,314
51,7,a,RC-V2,15,__,-,369
51,7,a,DE,16,_,-,350
51,7,a,HN,17,_,-,629
51,7,a,ADV,18,__,-,524
51,7,a,quantifier,19,_,-,429
51,7,a,Main-V1,20,__,-,605
51,7,a,Main-V2,21,___,-,832
51,7,a,,?,N,1,5441
51,11,a,comma,11,_,-,443
51,11,a,DCL,12,__,-,404
51,11,a,DP,13,__,-,384
51,11,a,RC-V1,14,__,-,434
51,11,a,RC-V2,15,__,-,394
51,11,a,DE,16,_,-,414
51,11,a,HN,17,_,-,370
51,11,a,ADV,18,__,-,444
51,11,a,quantifier,19,_,-,344
51,11,a,Main-V1,20,__,-,380
51,11,a,Main-V2,21,___,-,510
51,11,a,,?,N,1,2164
51,15,a,comma,11,_,-,409
51,15,a,DCL,12,__,-,380
51,15,a,DP,13,__,-,468
51,15,a,RC-V1,14,__,-,383
51,15,a,RC-V2,15,__,-,1529
51,15,a,DE,16,_,-,378
51,15,a,HN,17,_,-,440
51,15,a,ADV,18,__,-,444
51,15,a,quantifier,19,_,-,344
51,15,a,Main-V1,20,__,-,449
51,15,a,Main-V2,21,___,-,679
51,15,a,,?,Y,0,5162
51,19,a,comma,11,_,-,400
51,19,a,DCL,12,__,-,369
51,19,a,DP,13,__,-,418
51,19,a,RC-V1,14,__,-,483
51,19,a,RC-V2,15,__,-,384
51,19,a,DE,16,_,-,504
51,19,a,HN,17,_,-,380
51,19,a,ADV,18,__,-,350
51,19,a,quantifier,19,_,-,459
51,19,a,Main-V1,20,__,-,345
51,19,a,Main-V2,21,___,-,450
51,19,a,,?,N,1,7323
51,23,a,comma,11,_,-,309
51,23,a,DCL,12,__,-,325
51,23,a,DP,13,__,-,329
51,23,a,RC-V1,14,__,-,293
51,23,a,RC-V2,15,__,-,583
51,23,a,DE,16,_,-,345
51,23,a,HN,17,_,-,375
51,23,a,ADV,18,__,-,330
51,23,a,quantifier,19,_,-,399
51,23,a,Main-V1,20,__,-,430
51,23,a,Main-V2,21,___,-,380
51,23,a,,?,N,1,5157
52,2,a,comma,11,_,-,260
52,2,a,DCL,12,__,-,278
52,2,a,DP,13,__,-,294
52,2,a,RC-V1,14,__,-,268
52,2,a,RC-V2,15,__,-,460
52,2,a,DE,16,_,-,394
52,2,a,HN,17,_,-,305
52,2,a,ADV,18,__,-,270
52,2,a,quantifier,19,_,-,300
52,2,a,Main-V1,20,__,-,325
52,2,a,Main-V2,21,___,-,365
52,2,a,,?,Y,1,1512
52,6,a,comma,11,_,-,264
52,6,a,DCL,12,__,-,284
52,6,a,DP,13,__,-,399
52,6,a,RC-V1,14,__,-,300
52,6,a,RC-V2,15,__,-,319
52,6,a,DE,16,_,-,340
52,6,a,HN,17,_,-,350
52,6,a,ADV,18,__,-,355
52,6,a,quantifier,19,_,-,291
52,6,a,Main-V1,20,__,-,289
52,6,a,Main-V2,21,___,-,330
52,6,a,,?,Y,1,3450
52,10,a,comma,11,_,-,309
52,10,a,DCL,12,__,-,380
52,10,a,DP,13,__,-,343
52,10,a,RC-V1,14,__,-,319
52,10,a,RC-V2,15,__,-,404
52,10,a,DE,16,_,-,305
52,10,a,HN,17,_,-,355
52,10,a,ADV,18,__,-,350
52,10,a,quantifier,19,_,-,286
52,10,a,Main-V1,20,__,-,300
52,10,a,Main-V2,21,___,-,590
52,10,a,,?,N,1,1667
52,14,a,comma,11,_,-,250
52,14,a,DCL,12,__,-,260
52,14,a,DP,13,__,-,264
52,14,a,RC-V1,14,__,-,244
52,14,a,RC-V2,15,__,-,270
52,14,a,DE,16,_,-,260
52,14,a,HN,17,_,-,360
52,14,a,ADV,18,__,-,320
52,14,a,quantifier,19,_,-,276
52,14,a,Main-V1,20,__,-,299
52,14,a,Main-V2,21,___,-,292
52,14,a,,?,Y,1,8602
52,18,a,comma,11,_,-,195
52,18,a,DCL,12,__,-,230
52,18,a,DP,13,__,-,219
52,18,a,RC-V1,14,__,-,199
52,18,a,RC-V2,15,__,-,221
52,18,a,DE,16,_,-,458
52,18,a,HN,17,_,-,305
52,18,a,ADV,18,__,-,335
52,18,a,quantifier,19,_,-,230
52,18,a,Main-V1,20,__,-,290
52,18,a,Main-V2,21,___,-,520
52,18,a,,?,Y,1,1476
52,22,a,comma,11,_,-,240
52,22,a,DCL,12,__,-,299
52,22,a,DP,13,__,-,254
52,22,a,RC-V1,14,__,-,269
52,22,a,RC-V2,15,__,-,250
52,22,a,DE,16,_,-,235
52,22,a,HN,17,_,-,529
52,22,a,ADV,18,__,-,230
52,22,a,quantifier,19,_,-,251
52,22,a,Main-V1,20,__,-,269
52,22,a,Main-V2,21,___,-,445
52,22,a,,?,N,1,2683
53,1,a,comma,11,_,-,235
53,1,a,DCL,12,__,-,200
53,1,a,DP,13,__,-,274
53,1,a,RC-V1,14,__,-,210
53,1,a,RC-V2,15,__,-,219
53,1,a,DE,16,_,-,195
53,1,a,HN,17,_,-,375
53,1,a,ADV,18,__,-,270
53,1,a,quantifier,19,_,-,245
53,1,a,Main-V1,20,__,-,220
53,1,a,Main-V2,21,___,-,430
53,1,a,,?,Y,1,2578
53,5,a,comma,11,_,-,250
53,5,a,DCL,12,__,-,214
53,5,a,DP,13,__,-,159
53,5,a,RC-V1,14,__,-,210
53,5,a,RC-V2,15,__,-,219
53,5,a,DE,16,_,-,245
53,5,a,HN,17,_,-,236
53,5,a,ADV,18,__,-,220
53,5,a,quantifier,19,_,-,280
53,5,a,Main-V1,20,__,-,211
53,5,a,Main-V2,21,___,-,389
53,5,a,,?,Y,1,1513
53,9,a,comma,11,_,-,218
53,9,a,DCL,12,__,-,235
53,9,a,DP,13,__,-,214
53,9,a,RC-V1,14,__,-,199
53,9,a,RC-V2,15,__,-,190
53,9,a,DE,16,_,-,220
53,9,a,HN,17,_,-,200
53,9,a,ADV,18,__,-,215
53,9,a,quantifier,19,_,-,250
53,9,a,Main-V1,20,__,-,191
53,9,a,Main-V2,21,___,-,196
53,9,a,,?,Y,1,1881
53,13,a,comma,11,_,-,260
53,13,a,DCL,12,__,-,185
53,13,a,DP,13,__,-,299
53,13,a,RC-V1,14,__,-,483
53,13,a,RC-V2,15,__,-,220
53,13,a,DE,16,_,-,235
53,13,a,HN,17,_,-,211
53,13,a,ADV,18,__,-,295
53,13,a,quantifier,19,_,-,340
53,13,a,Main-V1,20,__,-,287
53,13,a,Main-V2,21,___,-,473
53,13,a,,?,N,1,2912
53,17,a,comma,11,_,-,249
53,17,a,DCL,12,__,-,254
53,17,a,DP,13,__,-,195
53,17,a,RC-V1,14,__,-,263
53,17,a,RC-V2,15,__,-,211
53,17,a,DE,16,_,-,224
53,17,a,HN,17,_,-,320
53,17,a,ADV,18,__,-,234
53,17,a,quantifier,19,_,-,282
53,17,a,Main-V1,20,__,-,225
53,17,a,Main-V2,21,___,-,410
53,17,a,,?,Y,1,1567
53,21,a,comma,11,_,-,459
53,21,a,DCL,12,__,-,285
53,21,a,DP,13,__,-,373
53,21,a,RC-V1,14,__,-,260
53,21,a,RC-V2,15,__,-,199
53,21,a,DE,16,_,-,235
53,21,a,HN,17,_,-,260
53,21,a,ADV,18,__,-,255
53,21,a,quantifier,19,_,-,200
53,21,a,Main-V1,20,__,-,270
53,21,a,Main-V2,21,___,-,251
53,21,a,,?,Y,1,1378
54,4,a,comma,11,_,-,349
54,4,a,DCL,12,__,-,339
54,4,a,DP,13,__,-,289
54,4,a,RC-V1,14,__,-,299
54,4,a,RC-V2,15,__,-,275
54,4,a,DE,16,_,-,360
54,4,a,HN,17,_,-,434
54,4,a,ADV,18,__,-,474
54,4,a,quantifier,19,_,-,434
54,4,a,Main-V1,20,__,-,554
54,4,a,Main-V2,21,___,-,843
54,4,a,,?,Y,1,2812
54,8,a,comma,11,_,-,405
54,8,a,DCL,12,__,-,338
54,8,a,DP,13,__,-,384
54,8,a,RC-V1,14,__,-,329
54,8,a,RC-V2,15,__,-,369
54,8,a,DE,16,_,-,305
54,8,a,HN,17,_,-,314
54,8,a,ADV,18,__,-,318
54,8,a,quantifier,19,_,-,339
54,8,a,Main-V1,20,__,-,367
54,8,a,Main-V2,21,___,-,429
54,8,a,,?,N,1,2577
54,12,a,comma,11,_,-,408
54,12,a,DCL,12,__,-,463
54,12,a,DP,13,__,-,424
54,12,a,RC-V1,14,__,-,419
54,12,a,RC-V2,15,__,-,375
54,12,a,DE,16,_,-,403
54,12,a,HN,17,_,-,529
54,12,a,ADV,18,__,-,464
54,12,a,quantifier,19,_,-,425
54,12,a,Main-V1,20,__,-,504
54,12,a,Main-V2,21,___,-,445
54,12,a,,?,Y,1,1672
54,16,a,comma,11,_,-,438
54,16,a,DCL,12,__,-,454
54,16,a,DP,13,__,-,433
54,16,a,RC-V1,14,__,-,407
54,16,a,RC-V2,15,__,-,510
54,16,a,DE,16,_,-,1356
54,16,a,HN,17,_,-,394
54,16,a,ADV,18,__,-,399
54,16,a,quantifier,19,_,-,399
54,16,a,Main-V1,20,__,-,425
54,16,a,Main-V2,21,___,-,694
54,16,a,,?,N,1,3608
54,20,a,comma,11,_,-,329
54,20,a,DCL,12,__,-,299
54,20,a,DP,13,__,-,310
54,20,a,RC-V1,14,__,-,298
54,20,a,RC-V2,15,__,-,274
54,20,a,DE,16,_,-,357
54,20,a,HN,17,_,-,315
54,20,a,ADV,18,__,-,2531
54,20,a,quantifier,19,_,-,340
54,20,a,Main-V1,20,__,-,376
54,20,a,Main-V2,21,___,-,799
54,20,a,,?,N,1,1955
54,24,a,comma,11,_,-,445
54,24,a,DCL,12,__,-,458
54,24,a,DP,13,__,-,448
54,24,a,RC-V1,14,__,-,428
54,24,a,RC-V2,15,__,-,414
54,24,a,DE,16,_,-,390
54,24,a,HN,17,_,-,429
54,24,a,ADV,18,__,-,414
54,24,a,quantifier,19,_,-,454
54,24,a,Main-V1,20,__,-,445
54,24,a,Main-V2,21,___,-,475
54,24,a,,?,Y,1,1537
55,3,a,comma,11,_,-,474
55,3,a,DCL,12,__,-,553
55,3,a,DP,13,__,-,439
55,3,a,RC-V1,14,__,-,458
55,3,a,RC-V2,15,__,-,1022
55,3,a,DE,16,_,-,533
55,3,a,HN,17,_,-,375
55,3,a,ADV,18,__,-,349
55,3,a,quantifier,19,_,-,330
55,3,a,Main-V1,20,__,-,365
55,3,a,Main-V2,21,___,-,529
55,3,a,,?,N,1,2060
55,7,a,comma,11,_,-,473
55,7,a,DCL,12,__,-,643
55,7,a,DP,13,__,-,394
55,7,a,RC-V1,14,__,-,329
55,7,a,RC-V2,15,__,-,320
55,7,a,DE,16,_,-,369
55,7,a,HN,17,_,-,539
55,7,a,ADV,18,__,-,429
55,7,a,quantifier,19,_,-,340
55,7,a,Main-V1,20,__,-,405
55,7,a,Main-V2,21,___,-,445
55,7,a,,?,N,1,3206
55,11,a,comma,11,_,-,508
55,11,a,DCL,12,__,-,365
55,11,a,DP,13,__,-,358
55,11,a,RC-V1,14,__,-,294
55,11,a,RC-V2,15,__,-,379
55,11,a,DE,16,_,-,266
55,11,a,HN,17,_,-,459
55,11,a,ADV,18,__,-,435
55,11,a,quantifier,19,_,-,594
55,11,a,Main-V1,20,__,-,384
55,11,a,Main-V2,21,___,-,480
55,11,a,,?,N,1,1342
55,15,a,comma,11,_,-,489
55,15,a,DCL,12,__,-,329
55,15,a,DP,13,__,-,309
55,15,a,RC-V1,14,__,-,309
55,15,a,RC-V2,15,__,-,668
55,15,a,DE,16,_,-,360
55,15,a,HN,17,_,-,425
55,15,a,ADV,18,__,-,415
55,15,a,quantifier,19,_,-,350
55,15,a,Main-V1,20,__,-,314
55,15,a,Main-V2,21,___,-,475
55,15,a,,?,N,1,1716
55,19,a,comma,11,_,-,548
55,19,a,DCL,12,__,-,593
55,19,a,DP,13,__,-,732
55,19,a,RC-V1,14,__,-,1295
55,19,a,RC-V2,15,__,-,564
55,19,a,DE,16,_,-,568
55,19,a,HN,17,_,-,1440
55,19,a,ADV,18,__,-,375
55,19,a,quantifier,19,_,-,365
55,19,a,Main-V1,20,__,-,420
55,19,a,Main-V2,21,___,-,689
55,19,a,,?,N,1,1627
55,23,a,comma,11,_,-,513
55,23,a,DCL,12,__,-,1006
55,23,a,DP,13,__,-,413
55,23,a,RC-V1,14,__,-,379
55,23,a,RC-V2,15,__,-,479
55,23,a,DE,16,_,-,360
55,23,a,HN,17,_,-,344
55,23,a,ADV,18,__,-,415
55,23,a,quantifier,19,_,-,344
55,23,a,Main-V1,20,__,-,421
55,23,a,Main-V2,21,___,-,1474
55,23,a,,?,N,1,2179
56,2,a,comma,11,_,-,325
56,2,a,DCL,12,__,-,323
56,2,a,DP,13,__,-,274
56,2,a,RC-V1,14,__,-,279
56,2,a,RC-V2,15,__,-,305
56,2,a,DE,16,_,-,589
56,2,a,HN,17,_,-,355
56,2,a,ADV,18,__,-,319
56,2,a,quantifier,19,_,-,272
56,2,a,Main-V1,20,__,-,309
56,2,a,Main-V2,21,___,-,435
56,2,a,,?,Y,1,1522
56,6,a,comma,11,_,-,304
56,6,a,DCL,12,__,-,289
56,6,a,DP,13,__,-,265
56,6,a,RC-V1,14,__,-,318
56,6,a,RC-V2,15,__,-,638
56,6,a,DE,16,_,-,325
56,6,a,HN,17,_,-,360
56,6,a,ADV,18,__,-,344
56,6,a,quantifier,19,_,-,554
56,6,a,Main-V1,20,__,-,604
56,6,a,Main-V2,21,___,-,411
56,6,a,,?,Y,1,2349
56,10,a,comma,11,_,-,284
56,10,a,DCL,12,__,-,364
56,10,a,DP,13,__,-,225
56,10,a,RC-V1,14,__,-,234
56,10,a,RC-V2,15,__,-,256
56,10,a,DE,16,_,-,299
56,10,a,HN,17,_,-,270
56,10,a,ADV,18,__,-,256
56,10,a,quantifier,19,_,-,289
56,10,a,Main-V1,20,__,-,256
56,10,a,Main-V2,21,___,-,414
56,10,a,,?,N,1,1696
56,14,a,comma,11,_,-,334
56,14,a,DCL,12,__,-,333
56,14,a,DP,13,__,-,264
56,14,a,RC-V1,14,__,-,349
56,14,a,RC-V2,15,__,-,474
56,14,a,DE,16,_,-,345
56,14,a,HN,17,_,-,335
56,14,a,ADV,18,__,-,499
56,14,a,quantifier,19,_,-,330
56,14,a,Main-V1,20,__,-,410
56,14,a,Main-V2,21,___,-,435
56,14,a,,?,Y,1,1442
56,18,a,comma,11,_,-,364
56,18,a,DCL,12,__,-,304
56,18,a,DP,13,__,-,260
56,18,a,RC-V1,14,__,-,294
56,18,a,RC-V2,15,__,-,295
56,18,a,DE,16,_,-,301
56,18,a,HN,17,_,-,269
56,18,a,ADV,18,__,-,311
56,18,a,quantifier,19,_,-,289
56,18,a,Main-V1,20,__,-,340
56,18,a,Main-V2,21,___,-,594
56,18,a,,?,Y,1,1840
56,22,a,comma,11,_,-,265
56,22,a,DCL,12,__,-,270
56,22,a,DP,13,__,-,264
56,22,a,RC-V1,14,__,-,289
56,22,a,RC-V2,15,__,-,305
56,22,a,DE,16,_,-,271
56,22,a,HN,17,_,-,275
56,22,a,ADV,18,__,-,250
56,22,a,quantifier,19,_,-,270
56,22,a,Main-V1,20,__,-,265
56,22,a,Main-V2,21,___,-,410
56,22,a,,?,N,1,2234
57,1,a,comma,11,_,-,289
57,1,a,DCL,12,__,-,319
57,1,a,DP,13,__,-,359
57,1,a,RC-V1,14,__,-,299
57,1,a,RC-V2,15,__,-,364
57,1,a,DE,16,_,-,494
57,1,a,HN,17,_,-,245
57,1,a,ADV,18,__,-,315
57,1,a,quantifier,19,_,-,275
57,1,a,Main-V1,20,__,-,340
57,1,a,Main-V2,21,___,-,524
57,1,a,,?,Y,1,1383
57,5,a,comma,11,_,-,383
57,5,a,DCL,12,__,-,379
57,5,a,DP,13,__,-,274
57,5,a,RC-V1,14,__,-,269
57,5,a,RC-V2,15,__,-,494
57,5,a,DE,16,_,-,424
57,5,a,HN,17,_,-,331
57,5,a,ADV,18,__,-,324
57,5,a,quantifier,19,_,-,291
57,5,a,Main-V1,20,__,-,369
57,5,a,Main-V2,21,___,-,600
57,5,a,,?,Y,1,1990
57,9,a,comma,11,_,-,369
57,9,a,DCL,12,__,-,320
57,9,a,DP,13,__,-,313
57,9,a,RC-V1,14,__,-,284
57,9,a,RC-V2,15,__,-,289
57,9,a,DE,16,_,-,350
57,9,a,HN,17,_,-,370
57,9,a,ADV,18,__,-,514
57,9,a,quantifier,19,_,-,386
57,9,a,Main-V1,20,__,-,295
57,9,a,Main-V2,21,___,-,709
57,9,a,,?,Y,1,2019
57,13,a,comma,11,_,-,309
57,13,a,DCL,12,__,-,299
57,13,a,DP,13,__,-,295
57,13,a,RC-V1,14,__,-,264
57,13,a,RC-V2,15,__,-,279
57,13,a,DE,16,_,-,380
57,13,a,HN,17,_,-,489
57,13,a,ADV,18,__,-,359
57,13,a,quantifier,19,_,-,325
57,13,a,Main-V1,20,__,-,281
57,13,a,Main-V2,21,___,-,589
57,13,a,,?,N,1,2812
57,17,a,comma,11,_,-,274
57,17,a,DCL,12,__,-,299
57,17,a,DP,13,__,-,276
57,17,a,RC-V1,14,__,-,354
57,17,a,RC-V2,15,__,-,328
57,17,a,DE,16,_,-,300
57,17,a,HN,17,_,-,316
57,17,a,ADV,18,__,-,404
57,17,a,quantifier,19,_,-,325
57,17,a,Main-V1,20,__,-,300
57,17,a,Main-V2,21,___,-,500
57,17,a,,?,Y,1,1851
57,21,a,comma,11,_,-,264
57,21,a,DCL,12,__,-,250
57,21,a,DP,13,__,-,269
57,21,a,RC-V1,14,__,-,219
57,21,a,RC-V2,15,__,-,300
57,21,a,DE,16,_,-,305
57,21,a,HN,17,_,-,354
57,21,a,ADV,18,__,-,494
57,21,a,quantifier,19,_,-,339
57,21,a,Main-V1,20,__,-,405
57,21,a,Main-V2,21,___,-,569
57,21,a,,?,Y,1,2334
58,4,a,comma,11,_,-,523
58,4,a,DCL,12,__,-,927
58,4,a,DP,13,__,-,1948
58,4,a,RC-V1,14,__,-,1369
58,4,a,RC-V2,15,__,-,673
58,4,a,DE,16,_,-,424
58,4,a,HN,17,_,-,430
58,4,a,ADV,18,__,-,1391
58,4,a,quantifier,19,_,-,459
58,4,a,Main-V1,20,__,-,564
58,4,a,Main-V2,21,___,-,2835
58,4,a,,?,Y,1,7593
58,8,a,comma,11,_,-,408
58,8,a,DCL,12,__,-,399
58,8,a,DP,13,__,-,354
58,8,a,RC-V1,14,__,-,429
58,8,a,RC-V2,15,__,-,534
58,8,a,DE,16,_,-,355
58,8,a,HN,17,_,-,390
58,8,a,ADV,18,__,-,474
58,8,a,quantifier,19,_,-,341
58,8,a,Main-V1,20,__,-,439
58,8,a,Main-V2,21,___,-,1760
58,8,a,,?,N,1,2468
58,12,a,comma,11,_,-,333
58,12,a,DCL,12,__,-,319
58,12,a,DP,13,__,-,329
58,12,a,RC-V1,14,__,-,479
58,12,a,RC-V2,15,__,-,493
58,12,a,DE,16,_,-,793
58,12,a,HN,17,_,-,853
58,12,a,ADV,18,__,-,375
58,12,a,quantifier,19,_,-,351
58,12,a,Main-V1,20,__,-,325
58,12,a,Main-V2,21,___,-,1082
58,12,a,,?,Y,1,2603
58,16,a,comma,11,_,-,354
58,16,a,DCL,12,__,-,340
58,16,a,DP,13,__,-,338
58,16,a,RC-V1,14,__,-,334
58,16,a,RC-V2,15,__,-,444
58,16,a,DE,16,_,-,459
58,16,a,HN,17,_,-,579
58,16,a,ADV,18,__,-,600
58,16,a,quantifier,19,_,-,353
58,16,a,Main-V1,20,__,-,405
58,16,a,Main-V2,21,___,-,1670
58,16,a,,?,N,1,5088
58,20,a,comma,11,_,-,369
58,20,a,DCL,12,__,-,334
58,20,a,DP,13,__,-,324
58,20,a,RC-V1,14,__,-,345
58,20,a,RC-V2,15,__,-,697
58,20,a,DE,16,_,-,843
58,20,a,HN,17,_,-,395
58,20,a,ADV,18,__,-,1574
58,20,a,quantifier,19,_,-,560
58,20,a,Main-V1,20,__,-,544
58,20,a,Main-V2,21,___,-,3487
58,20,a,,?,N,1,2174
58,24,a,comma,11,_,-,578
58,24,a,DCL,12,__,-,434
58,24,a,DP,13,__,-,468
58,24,a,RC-V1,14,__,-,439
58,24,a,RC-V2,15,__,-,872
58,24,a,DE,16,_,-,499
58,24,a,HN,17,_,-,654
58,24,a,ADV,18,__,-,544
58,24,a,quantifier,19,_,-,479
58,24,a,Main-V1,20,__,-,485
58,24,a,Main-V2,21,___,-,1649
58,24,a,,?,Y,1,4012
59,3,a,comma,11,_,-,215
59,3,a,DCL,12,__,-,235
59,3,a,DP,13,__,-,234
59,3,a,RC-V1,14,__,-,189
59,3,a,RC-V2,15,__,-,329
59,3,a,DE,16,_,-,240
59,3,a,HN,17,_,-,217
59,3,a,ADV,18,__,-,214
59,3,a,quantifier,19,_,-,201
