subj,item,condition,order,complexity,constituent,position,Q,RT
2,9,b,SVO,RC,comma,11,-,601
2,9,b,SVO,RC,RC-V1,12,-,330
2,9,b,SVO,RC,RC-V2,13,-,333
2,9,b,SVO,RC,DCL,14,-,483
2,9,b,SVO,RC,DP,15,-,254
2,9,b,SVO,RC,DE,16,-,579
2,9,b,SVO,RC,HN,17,-,415
2,9,b,SVO,RC,ADV,18,-,409
2,9,b,SVO,RC,quantifier,19,-,509
2,9,b,SVO,RC,main-V1,20,-,449
2,9,b,SVO,RC,main-V2,21,-,922
2,9,b,SVO,RC,,?,1,7100
2,13,b,SVO,RC,comma,11,-,603
2,13,b,SVO,RC,RC-V1,12,-,443
2,13,b,SVO,RC,RC-V2,13,-,444
2,13,b,SVO,RC,DCL,14,-,393
2,13,b,SVO,RC,DP,15,-,334
2,13,b,SVO,RC,DE,16,-,404
2,13,b,SVO,RC,HN,17,-,480
2,13,b,SVO,RC,ADV,18,-,344
2,13,b,SVO,RC,quantifier,19,-,444
2,13,b,SVO,RC,main-V1,20,-,459
2,13,b,SVO,RC,main-V2,21,-,1248
2,13,b,SVO,RC,,?,1,9592
2,17,b,SVO,RC,comma,11,-,468
2,17,b,SVO,RC,RC-V1,12,-,638
2,17,b,SVO,RC,RC-V2,13,-,409
2,17,b,SVO,RC,DCL,14,-,368
2,17,b,SVO,RC,DP,15,-,528
2,17,b,SVO,RC,DE,16,-,553
2,17,b,SVO,RC,HN,17,-,654
2,17,b,SVO,RC,ADV,18,-,509
2,17,b,SVO,RC,quantifier,19,-,424
2,17,b,SVO,RC,main-V1,20,-,683
2,17,b,SVO,RC,main-V2,21,-,1844
2,17,b,SVO,RC,,?,1,3458
2,21,b,SVO,RC,comma,11,-,339
2,21,b,SVO,RC,RC-V1,12,-,304
2,21,b,SVO,RC,RC-V2,13,-,324
2,21,b,SVO,RC,DCL,14,-,343
2,21,b,SVO,RC,DP,15,-,280
2,21,b,SVO,RC,DE,16,-,454
2,21,b,SVO,RC,HN,17,-,350
2,21,b,SVO,RC,ADV,18,-,340
2,21,b,SVO,RC,quantifier,19,-,316
2,21,b,SVO,RC,main-V1,20,-,390
2,21,b,SVO,RC,main-V2,21,-,673
2,21,b,SVO,RC,,?,1,3560
3,4,b,SVO,RC,comma,11,-,200
3,4,b,SVO,RC,RC-V1,12,-,504
3,4,b,SVO,RC,RC-V2,13,-,213
3,4,b,SVO,RC,DCL,14,-,189
3,4,b,SVO,RC,DP,15,-,220
3,4,b,SVO,RC,DE,16,-,210
3,4,b,SVO,RC,HN,17,-,220
3,4,b,SVO,RC,ADV,18,-,185
3,4,b,SVO,RC,quantifier,19,-,195
3,4,b,SVO,RC,main-V1,20,-,216
3,4,b,SVO,RC,main-V2,21,-,565
3,4,b,SVO,RC,,?,1,3688
3,8,b,SVO,RC,comma,11,-,200
3,8,b,SVO,RC,RC-V1,12,-,194
3,8,b,SVO,RC,RC-V2,13,-,188
3,8,b,SVO,RC,DCL,14,-,210
3,8,b,SVO,RC,DP,15,-,230
3,8,b,SVO,RC,DE,16,-,234
3,8,b,SVO,RC,HN,17,-,231
3,8,b,SVO,RC,ADV,18,-,215
3,8,b,SVO,RC,quantifier,19,-,216
3,8,b,SVO,RC,main-V1,20,-,200
3,8,b,SVO,RC,main-V2,21,-,211
3,8,b,SVO,RC,,?,1,2044
3,12,b,SVO,RC,comma,11,-,492
3,12,b,SVO,RC,RC-V1,12,-,267
3,12,b,SVO,RC,RC-V2,13,-,307
3,12,b,SVO,RC,DCL,14,-,208
3,12,b,SVO,RC,DP,15,-,187
3,12,b,SVO,RC,DE,16,-,218
3,12,b,SVO,RC,HN,17,-,346
3,12,b,SVO,RC,ADV,18,-,397
3,12,b,SVO,RC,quantifier,19,-,447
3,12,b,SVO,RC,main-V1,20,-,326
3,12,b,SVO,RC,main-V2,21,-,475
3,12,b,SVO,RC,,?,1,7532
3,16,b,SVO,RC,comma,11,-,209
3,16,b,SVO,RC,RC-V1,12,-,209
3,16,b,SVO,RC,RC-V2,13,-,194
3,16,b,SVO,RC,DCL,14,-,184
3,16,b,SVO,RC,DP,15,-,170
3,16,b,SVO,RC,DE,16,-,200
3,16,b,SVO,RC,HN,17,-,196
3,16,b,SVO,RC,ADV,18,-,209
3,16,b,SVO,RC,quantifier,19,-,220
3,16,b,SVO,RC,main-V1,20,-,216
3,16,b,SVO,RC,main-V2,21,-,410
3,16,b,SVO,RC,,?,1,3263
3,20,b,SVO,RC,comma,11,-,184
3,20,b,SVO,RC,RC-V1,12,-,180
3,20,b,SVO,RC,RC-V2,13,-,185
3,20,b,SVO,RC,DCL,14,-,183
3,20,b,SVO,RC,DP,15,-,175
3,20,b,SVO,RC,DE,16,-,194
3,20,b,SVO,RC,HN,17,-,132
3,20,b,SVO,RC,ADV,18,-,130
3,20,b,SVO,RC,quantifier,19,-,180
3,20,b,SVO,RC,main-V1,20,-,215
3,20,b,SVO,RC,main-V2,21,-,405
3,20,b,SVO,RC,,?,1,1291
3,24,b,SVO,RC,comma,11,-,184
3,24,b,SVO,RC,RC-V1,12,-,434
3,24,b,SVO,RC,RC-V2,13,-,190
3,24,b,SVO,RC,DCL,14,-,199
3,24,b,SVO,RC,DP,15,-,193
3,24,b,SVO,RC,DE,16,-,196
3,24,b,SVO,RC,HN,17,-,180
3,24,b,SVO,RC,ADV,18,-,215
3,24,b,SVO,RC,quantifier,19,-,216
3,24,b,SVO,RC,main-V1,20,-,185
3,24,b,SVO,RC,main-V2,21,-,380
3,24,b,SVO,RC,,?,1,2767
4,3,b,SVO,RC,comma,11,-,464
4,3,b,SVO,RC,RC-V1,12,-,598
4,3,b,SVO,RC,RC-V2,13,-,389
4,3,b,SVO,RC,DCL,14,-,299
4,3,b,SVO,RC,DP,15,-,295
4,3,b,SVO,RC,DE,16,-,313
4,3,b,SVO,RC,HN,17,-,295
4,3,b,SVO,RC,ADV,18,-,509
4,3,b,SVO,RC,quantifier,19,-,474
4,3,b,SVO,RC,main-V1,20,-,385
4,3,b,SVO,RC,main-V2,21,-,440
4,3,b,SVO,RC,,?,1,1501
4,7,b,SVO,RC,comma,11,-,383
4,7,b,SVO,RC,RC-V1,12,-,370
4,7,b,SVO,RC,RC-V2,13,-,986
4,7,b,SVO,RC,DCL,14,-,468
4,7,b,SVO,RC,DP,15,-,438
4,7,b,SVO,RC,DE,16,-,574
4,7,b,SVO,RC,HN,17,-,365
4,7,b,SVO,RC,ADV,18,-,355
4,7,b,SVO,RC,quantifier,19,-,400
4,7,b,SVO,RC,main-V1,20,-,583
4,7,b,SVO,RC,main-V2,21,-,1998
4,7,b,SVO,RC,,?,1,1915
4,11,b,SVO,RC,comma,11,-,657
4,11,b,SVO,RC,RC-V1,12,-,285
4,11,b,SVO,RC,RC-V2,13,-,288
4,11,b,SVO,RC,DCL,14,-,290
4,11,b,SVO,RC,DP,15,-,324
4,11,b,SVO,RC,DE,16,-,340
4,11,b,SVO,RC,HN,17,-,391
4,11,b,SVO,RC,ADV,18,-,597
4,11,b,SVO,RC,quantifier,19,-,564
4,11,b,SVO,RC,main-V1,20,-,420
4,11,b,SVO,RC,main-V2,21,-,439
4,11,b,SVO,RC,,?,1,1492
4,15,b,SVO,RC,comma,11,-,364
4,15,b,SVO,RC,RC-V1,12,-,533
4,15,b,SVO,RC,RC-V2,13,-,329
4,15,b,SVO,RC,DCL,14,-,343
4,15,b,SVO,RC,DP,15,-,832
4,15,b,SVO,RC,DE,16,-,365
4,15,b,SVO,RC,HN,17,-,375
4,15,b,SVO,RC,ADV,18,-,459
4,15,b,SVO,RC,quantifier,19,-,369
4,15,b,SVO,RC,main-V1,20,-,436
4,15,b,SVO,RC,main-V2,21,-,548
4,15,b,SVO,RC,,?,1,1806
4,19,b,SVO,RC,comma,11,-,354
4,19,b,SVO,RC,RC-V1,12,-,514
4,19,b,SVO,RC,RC-V2,13,-,353
4,19,b,SVO,RC,DCL,14,-,528
4,19,b,SVO,RC,DP,15,-,354
4,19,b,SVO,RC,DE,16,-,404
4,19,b,SVO,RC,HN,17,-,554
4,19,b,SVO,RC,ADV,18,-,519
4,19,b,SVO,RC,quantifier,19,-,460
4,19,b,SVO,RC,main-V1,20,-,365
4,19,b,SVO,RC,main-V2,21,-,639
4,19,b,SVO,RC,,?,1,2309
4,23,b,SVO,RC,comma,11,-,488
4,23,b,SVO,RC,RC-V1,12,-,279
4,23,b,SVO,RC,RC-V2,13,-,284
4,23,b,SVO,RC,DCL,14,-,280
4,23,b,SVO,RC,DP,15,-,270
4,23,b,SVO,RC,DE,16,-,290
4,23,b,SVO,RC,HN,17,-,309
4,23,b,SVO,RC,ADV,18,-,305
4,23,b,SVO,RC,quantifier,19,-,484
4,23,b,SVO,RC,main-V1,20,-,280
4,23,b,SVO,RC,main-V2,21,-,963
4,23,b,SVO,RC,,?,1,2343
5,2,b,SVO,RC,comma,11,-,180
5,2,b,SVO,RC,RC-V1,12,-,225
5,2,b,SVO,RC,RC-V2,13,-,213
5,2,b,SVO,RC,DCL,14,-,220
5,2,b,SVO,RC,DP,15,-,224
5,2,b,SVO,RC,DE,16,-,185
5,2,b,SVO,RC,HN,17,-,255
5,2,b,SVO,RC,ADV,18,-,270
5,2,b,SVO,RC,quantifier,19,-,265
5,2,b,SVO,RC,main-V1,20,-,251
5,2,b,SVO,RC,main-V2,21,-,479
5,2,b,SVO,RC,,?,1,3001
5,6,b,SVO,RC,comma,11,-,215
5,6,b,SVO,RC,RC-V1,12,-,200
5,6,b,SVO,RC,RC-V2,13,-,200
5,6,b,SVO,RC,DCL,14,-,204
5,6,b,SVO,RC,DP,15,-,210
5,6,b,SVO,RC,DE,16,-,225
5,6,b,SVO,RC,HN,17,-,226
5,6,b,SVO,RC,ADV,18,-,205
5,6,b,SVO,RC,quantifier,19,-,230
5,6,b,SVO,RC,main-V1,20,-,294
5,6,b,SVO,RC,main-V2,21,-,325
5,6,b,SVO,RC,,?,1,1846
5,10,b,SVO,RC,comma,11,-,200
5,10,b,SVO,RC,RC-V1,12,-,180
5,10,b,SVO,RC,RC-V2,13,-,180
5,10,b,SVO,RC,DCL,14,-,233
5,10,b,SVO,RC,DP,15,-,190
5,10,b,SVO,RC,DE,16,-,196
5,10,b,SVO,RC,HN,17,-,195
5,10,b,SVO,RC,ADV,18,-,210
5,10,b,SVO,RC,quantifier,19,-,205
5,10,b,SVO,RC,main-V1,20,-,310
5,10,b,SVO,RC,main-V2,21,-,510
5,10,b,SVO,RC,,?,1,1288
5,14,b,SVO,RC,comma,11,-,364
5,14,b,SVO,RC,RC-V1,12,-,349
5,14,b,SVO,RC,RC-V2,13,-,429
5,14,b,SVO,RC,DCL,14,-,318
5,14,b,SVO,RC,DP,15,-,226
5,14,b,SVO,RC,DE,16,-,180
5,14,b,SVO,RC,HN,17,-,201
5,14,b,SVO,RC,ADV,18,-,245
5,14,b,SVO,RC,quantifier,19,-,206
5,14,b,SVO,RC,main-V1,20,-,265
5,14,b,SVO,RC,main-V2,21,-,564
5,14,b,SVO,RC,,?,1,3066
5,18,b,SVO,RC,comma,11,-,209
5,18,b,SVO,RC,RC-V1,12,-,220
5,18,b,SVO,RC,RC-V2,13,-,215
5,18,b,SVO,RC,DCL,14,-,204
5,18,b,SVO,RC,DP,15,-,210
5,18,b,SVO,RC,DE,16,-,205
5,18,b,SVO,RC,HN,17,-,221
5,18,b,SVO,RC,ADV,18,-,210
5,18,b,SVO,RC,quantifier,19,-,201
5,18,b,SVO,RC,main-V1,20,-,334
5,18,b,SVO,RC,main-V2,21,-,505
5,18,b,SVO,RC,,?,1,1597
5,22,b,SVO,RC,comma,11,-,190
5,22,b,SVO,RC,RC-V1,12,-,215
5,22,b,SVO,RC,RC-V2,13,-,190
5,22,b,SVO,RC,DCL,14,-,199
5,22,b,SVO,RC,DP,15,-,205
5,22,b,SVO,RC,DE,16,-,216
5,22,b,SVO,RC,HN,17,-,200
5,22,b,SVO,RC,ADV,18,-,210
5,22,b,SVO,RC,quantifier,19,-,200
5,22,b,SVO,RC,main-V1,20,-,231
5,22,b,SVO,RC,main-V2,21,-,429
5,22,b,SVO,RC,,?,1,1930
6,1,b,SVO,RC,comma,11,-,454
6,1,b,SVO,RC,RC-V1,12,-,558
6,1,b,SVO,RC,RC-V2,13,-,2331
6,1,b,SVO,RC,DCL,14,-,538
6,1,b,SVO,RC,DP,15,-,464
6,1,b,SVO,RC,DE,16,-,365
6,1,b,SVO,RC,HN,17,-,345
6,1,b,SVO,RC,ADV,18,-,560
6,1,b,SVO,RC,quantifier,19,-,365
6,1,b,SVO,RC,main-V1,20,-,370
6,1,b,SVO,RC,main-V2,21,-,514
6,1,b,SVO,RC,,?,1,1921
6,5,b,SVO,RC,comma,11,-,543
6,5,b,SVO,RC,RC-V1,12,-,493
6,5,b,SVO,RC,RC-V2,13,-,359
6,5,b,SVO,RC,DCL,14,-,369
6,5,b,SVO,RC,DP,15,-,314
6,5,b,SVO,RC,DE,16,-,370
6,5,b,SVO,RC,HN,17,-,877
6,5,b,SVO,RC,ADV,18,-,444
6,5,b,SVO,RC,quantifier,19,-,414
6,5,b,SVO,RC,main-V1,20,-,445
6,5,b,SVO,RC,main-V2,21,-,1132
6,5,b,SVO,RC,,?,1,3800
6,9,b,SVO,RC,comma,11,-,2161
6,9,b,SVO,RC,RC-V1,12,-,1305
6,9,b,SVO,RC,RC-V2,13,-,2340
6,9,b,SVO,RC,DCL,14,-,373
6,9,b,SVO,RC,DP,15,-,369
6,9,b,SVO,RC,DE,16,-,369
6,9,b,SVO,RC,HN,17,-,380
6,9,b,SVO,RC,ADV,18,-,454
6,9,b,SVO,RC,quantifier,19,-,474
6,9,b,SVO,RC,main-V1,20,-,649
6,9,b,SVO,RC,main-V2,21,-,1661
6,9,b,SVO,RC,,?,1,2617
6,13,b,SVO,RC,comma,11,-,808
6,13,b,SVO,RC,RC-V1,12,-,777
6,13,b,SVO,RC,RC-V2,13,-,673
6,13,b,SVO,RC,DCL,14,-,648
6,13,b,SVO,RC,DP,15,-,504
6,13,b,SVO,RC,DE,16,-,360
6,13,b,SVO,RC,HN,17,-,330
6,13,b,SVO,RC,ADV,18,-,454
6,13,b,SVO,RC,quantifier,19,-,470
6,13,b,SVO,RC,main-V1,20,-,464
6,13,b,SVO,RC,main-V2,21,-,490
6,13,b,SVO,RC,,?,1,3668
6,17,b,SVO,RC,comma,11,-,917
6,17,b,SVO,RC,RC-V1,12,-,1118
6,17,b,SVO,RC,RC-V2,13,-,802
6,17,b,SVO,RC,DCL,14,-,348
6,17,b,SVO,RC,DP,15,-,298
6,17,b,SVO,RC,DE,16,-,271
6,17,b,SVO,RC,HN,17,-,276
6,17,b,SVO,RC,ADV,18,-,285
6,17,b,SVO,RC,quantifier,19,-,449
6,17,b,SVO,RC,main-V1,20,-,435
6,17,b,SVO,RC,main-V2,21,-,743
6,17,b,SVO,RC,,?,1,1641
6,21,b,SVO,RC,comma,11,-,369
6,21,b,SVO,RC,RC-V1,12,-,439
6,21,b,SVO,RC,RC-V2,13,-,429
6,21,b,SVO,RC,DCL,14,-,373
6,21,b,SVO,RC,DP,15,-,304
6,21,b,SVO,RC,DE,16,-,325
6,21,b,SVO,RC,HN,17,-,379
6,21,b,SVO,RC,ADV,18,-,354
6,21,b,SVO,RC,quantifier,19,-,360
6,21,b,SVO,RC,main-V1,20,-,415
6,21,b,SVO,RC,main-V2,21,-,490
6,21,b,SVO,RC,,?,1,1890
7,4,b,SVO,RC,comma,11,-,325
7,4,b,SVO,RC,RC-V1,12,-,333
7,4,b,SVO,RC,RC-V2,13,-,329
7,4,b,SVO,RC,DCL,14,-,299
7,4,b,SVO,RC,DP,15,-,339
7,4,b,SVO,RC,DE,16,-,320
7,4,b,SVO,RC,HN,17,-,330
7,4,b,SVO,RC,ADV,18,-,340
7,4,b,SVO,RC,quantifier,19,-,400
7,4,b,SVO,RC,main-V1,20,-,524
7,4,b,SVO,RC,main-V2,21,-,734
7,4,b,SVO,RC,,?,1,2154
7,8,b,SVO,RC,comma,11,-,170
7,8,b,SVO,RC,RC-V1,12,-,249
7,8,b,SVO,RC,RC-V2,13,-,209
7,8,b,SVO,RC,DCL,14,-,210
7,8,b,SVO,RC,DP,15,-,200
7,8,b,SVO,RC,DE,16,-,226
7,8,b,SVO,RC,HN,17,-,201
7,8,b,SVO,RC,ADV,18,-,210
7,8,b,SVO,RC,quantifier,19,-,250
7,8,b,SVO,RC,main-V1,20,-,290
7,8,b,SVO,RC,main-V2,21,-,426
7,8,b,SVO,RC,,?,1,1079
7,12,b,SVO,RC,comma,11,-,280
7,12,b,SVO,RC,RC-V1,12,-,269
7,12,b,SVO,RC,RC-V2,13,-,284
7,12,b,SVO,RC,DCL,14,-,279
7,12,b,SVO,RC,DP,15,-,300
7,12,b,SVO,RC,DE,16,-,364
7,12,b,SVO,RC,HN,17,-,230
7,12,b,SVO,RC,ADV,18,-,240
7,12,b,SVO,RC,quantifier,19,-,235
7,12,b,SVO,RC,main-V1,20,-,301
7,12,b,SVO,RC,main-V2,21,-,708
7,12,b,SVO,RC,,?,1,1567
7,16,b,SVO,RC,comma,11,-,279
7,16,b,SVO,RC,RC-V1,12,-,285
7,16,b,SVO,RC,RC-V2,13,-,308
7,16,b,SVO,RC,DCL,14,-,269
7,16,b,SVO,RC,DP,15,-,270
7,16,b,SVO,RC,DE,16,-,375
7,16,b,SVO,RC,HN,17,-,275
7,16,b,SVO,RC,ADV,18,-,374
7,16,b,SVO,RC,quantifier,19,-,300
7,16,b,SVO,RC,main-V1,20,-,290
7,16,b,SVO,RC,main-V2,21,-,1113
7,16,b,SVO,RC,,?,1,2572
7,20,b,SVO,RC,comma,11,-,354
7,20,b,SVO,RC,RC-V1,12,-,389
7,20,b,SVO,RC,RC-V2,13,-,384
7,20,b,SVO,RC,DCL,14,-,364
7,20,b,SVO,RC,DP,15,-,379
7,20,b,SVO,RC,DE,16,-,419
7,20,b,SVO,RC,HN,17,-,345
7,20,b,SVO,RC,ADV,18,-,350
7,20,b,SVO,RC,quantifier,19,-,594
7,20,b,SVO,RC,main-V1,20,-,544
7,20,b,SVO,RC,main-V2,21,-,1940
7,20,b,SVO,RC,,?,1,1975
7,24,b,SVO,RC,comma,11,-,230
7,24,b,SVO,RC,RC-V1,12,-,219
7,24,b,SVO,RC,RC-V2,13,-,224
7,24,b,SVO,RC,DCL,14,-,175
7,24,b,SVO,RC,DP,15,-,229
7,24,b,SVO,RC,DE,16,-,240
7,24,b,SVO,RC,HN,17,-,225
7,24,b,SVO,RC,ADV,18,-,235
7,24,b,SVO,RC,quantifier,19,-,255
7,24,b,SVO,RC,main-V1,20,-,285
7,24,b,SVO,RC,main-V2,21,-,639
7,24,b,SVO,RC,,?,1,1522
8,3,b,SVO,RC,comma,11,-,304
8,3,b,SVO,RC,RC-V1,12,-,454
8,3,b,SVO,RC,RC-V2,13,-,384
8,3,b,SVO,RC,DCL,14,-,463
8,3,b,SVO,RC,DP,15,-,399
8,3,b,SVO,RC,DE,16,-,524
8,3,b,SVO,RC,HN,17,-,435
8,3,b,SVO,RC,ADV,18,-,394
8,3,b,SVO,RC,quantifier,19,-,315
8,3,b,SVO,RC,main-V1,20,-,381
8,3,b,SVO,RC,main-V2,21,-,544
8,3,b,SVO,RC,,?,1,1592
8,7,b,SVO,RC,comma,11,-,418
8,7,b,SVO,RC,RC-V1,12,-,434
8,7,b,SVO,RC,RC-V2,13,-,428
8,7,b,SVO,RC,DCL,14,-,399
8,7,b,SVO,RC,DP,15,-,448
8,7,b,SVO,RC,DE,16,-,514
8,7,b,SVO,RC,HN,17,-,519
8,7,b,SVO,RC,ADV,18,-,414
8,7,b,SVO,RC,quantifier,19,-,400
8,7,b,SVO,RC,main-V1,20,-,365
8,7,b,SVO,RC,main-V2,21,-,394
8,7,b,SVO,RC,,?,1,1532
8,11,b,SVO,RC,comma,11,-,557
8,11,b,SVO,RC,RC-V1,12,-,573
8,11,b,SVO,RC,RC-V2,13,-,543
8,11,b,SVO,RC,DCL,14,-,468
8,11,b,SVO,RC,DP,15,-,563
8,11,b,SVO,RC,DE,16,-,598
8,11,b,SVO,RC,HN,17,-,399
8,11,b,SVO,RC,ADV,18,-,445
8,11,b,SVO,RC,quantifier,19,-,388
8,11,b,SVO,RC,main-V1,20,-,390
8,11,b,SVO,RC,main-V2,21,-,550
8,11,b,SVO,RC,,?,1,2233
8,15,b,SVO,RC,comma,11,-,389
8,15,b,SVO,RC,RC-V1,12,-,419
8,15,b,SVO,RC,RC-V2,13,-,388
8,15,b,SVO,RC,DCL,14,-,533
8,15,b,SVO,RC,DP,15,-,494
8,15,b,SVO,RC,DE,16,-,529
8,15,b,SVO,RC,HN,17,-,444
8,15,b,SVO,RC,ADV,18,-,369
8,15,b,SVO,RC,quantifier,19,-,356
8,15,b,SVO,RC,main-V1,20,-,374
8,15,b,SVO,RC,main-V2,21,-,420
8,15,b,SVO,RC,,?,1,4217
8,19,b,SVO,RC,comma,11,-,294
8,19,b,SVO,RC,RC-V1,12,-,837
8,19,b,SVO,RC,RC-V2,13,-,478
8,19,b,SVO,RC,DCL,14,-,448
8,19,b,SVO,RC,DP,15,-,410
8,19,b,SVO,RC,DE,16,-,394
8,19,b,SVO,RC,HN,17,-,380
8,19,b,SVO,RC,ADV,18,-,330
8,19,b,SVO,RC,quantifier,19,-,345
8,19,b,SVO,RC,main-V1,20,-,350
8,19,b,SVO,RC,main-V2,21,-,539
8,19,b,SVO,RC,,?,1,1646
8,23,b,SVO,RC,comma,11,-,588
8,23,b,SVO,RC,RC-V1,12,-,474
8,23,b,SVO,RC,RC-V2,13,-,493
8,23,b,SVO,RC,DCL,14,-,474
8,23,b,SVO,RC,DP,15,-,509
8,23,b,SVO,RC,DE,16,-,505
8,23,b,SVO,RC,HN,17,-,498
8,23,b,SVO,RC,ADV,18,-,478
8,23,b,SVO,RC,quantifier,19,-,459
8,23,b,SVO,RC,main-V1,20,-,469
8,23,b,SVO,RC,main-V2,21,-,416
8,23,b,SVO,RC,,?,1,3025
9,2,b,SVO,RC,comma,11,-,214
9,2,b,SVO,RC,RC-V1,12,-,220
9,2,b,SVO,RC,RC-V2,13,-,214
9,2,b,SVO,RC,DCL,14,-,194
9,2,b,SVO,RC,DP,15,-,200
9,2,b,SVO,RC,DE,16,-,195
9,2,b,SVO,RC,HN,17,-,211
9,2,b,SVO,RC,ADV,18,-,220
9,2,b,SVO,RC,quantifier,19,-,255
9,2,b,SVO,RC,main-V1,20,-,221
9,2,b,SVO,RC,main-V2,21,-,405
9,2,b,SVO,RC,,?,1,3880
9,6,b,SVO,RC,comma,11,-,214
9,6,b,SVO,RC,RC-V1,12,-,240
9,6,b,SVO,RC,RC-V2,13,-,223
9,6,b,SVO,RC,DCL,14,-,239
9,6,b,SVO,RC,DP,15,-,235
9,6,b,SVO,RC,DE,16,-,285
9,6,b,SVO,RC,HN,17,-,285
9,6,b,SVO,RC,ADV,18,-,245
9,6,b,SVO,RC,quantifier,19,-,311
9,6,b,SVO,RC,main-V1,20,-,299
9,6,b,SVO,RC,main-V2,21,-,352
9,6,b,SVO,RC,,?,1,2212
9,10,b,SVO,RC,comma,11,-,234
9,10,b,SVO,RC,RC-V1,12,-,205
9,10,b,SVO,RC,RC-V2,13,-,225
9,10,b,SVO,RC,DCL,14,-,224
9,10,b,SVO,RC,DP,15,-,226
9,10,b,SVO,RC,DE,16,-,249
9,10,b,SVO,RC,HN,17,-,210
9,10,b,SVO,RC,ADV,18,-,226
9,10,b,SVO,RC,quantifier,19,-,234
9,10,b,SVO,RC,main-V1,20,-,226
9,10,b,SVO,RC,main-V2,21,-,410
9,10,b,SVO,RC,,?,1,879
9,14,b,SVO,RC,comma,11,-,235
9,14,b,SVO,RC,RC-V1,12,-,214
9,14,b,SVO,RC,RC-V2,13,-,254
9,14,b,SVO,RC,DCL,14,-,234
9,14,b,SVO,RC,DP,15,-,235
9,14,b,SVO,RC,DE,16,-,215
9,14,b,SVO,RC,HN,17,-,221
9,14,b,SVO,RC,ADV,18,-,214
9,14,b,SVO,RC,quantifier,19,-,209
9,14,b,SVO,RC,main-V1,20,-,227
9,14,b,SVO,RC,main-V2,21,-,421
9,14,b,SVO,RC,,?,1,4399
9,18,b,SVO,RC,comma,11,-,198
9,18,b,SVO,RC,RC-V1,12,-,213
9,18,b,SVO,RC,RC-V2,13,-,235
9,18,b,SVO,RC,DCL,14,-,198
9,18,b,SVO,RC,DP,15,-,225
9,18,b,SVO,RC,DE,16,-,210
9,18,b,SVO,RC,HN,17,-,196
9,18,b,SVO,RC,ADV,18,-,194
9,18,b,SVO,RC,quantifier,19,-,195
9,18,b,SVO,RC,main-V1,20,-,235
9,18,b,SVO,RC,main-V2,21,-,390
9,18,b,SVO,RC,,?,1,1541
9,22,b,SVO,RC,comma,11,-,216
9,22,b,SVO,RC,RC-V1,12,-,199
9,22,b,SVO,RC,RC-V2,13,-,204
9,22,b,SVO,RC,DCL,14,-,204
9,22,b,SVO,RC,DP,15,-,235
9,22,b,SVO,RC,DE,16,-,200
9,22,b,SVO,RC,HN,17,-,195
9,22,b,SVO,RC,ADV,18,-,210
9,22,b,SVO,RC,quantifier,19,-,220
9,22,b,SVO,RC,main-V1,20,-,280
9,22,b,SVO,RC,main-V2,21,-,255
9,22,b,SVO,RC,,?,1,4903
10,1,b,SVO,RC,comma,11,-,1346
10,1,b,SVO,RC,RC-V1,12,-,593
10,1,b,SVO,RC,RC-V2,13,-,613
10,1,b,SVO,RC,DCL,14,-,1245
10,1,b,SVO,RC,DP,15,-,1186
10,1,b,SVO,RC,DE,16,-,574
10,1,b,SVO,RC,HN,17,-,604
10,1,b,SVO,RC,ADV,18,-,2690
10,1,b,SVO,RC,quantifier,19,-,438
10,1,b,SVO,RC,main-V1,20,-,464
10,1,b,SVO,RC,main-V2,21,-,863
10,1,b,SVO,RC,,?,1,6826
10,5,b,SVO,RC,comma,11,-,389
10,5,b,SVO,RC,RC-V1,12,-,434
10,5,b,SVO,RC,RC-V2,13,-,379
10,5,b,SVO,RC,DCL,14,-,339
10,5,b,SVO,RC,DP,15,-,429
10,5,b,SVO,RC,DE,16,-,385
10,5,b,SVO,RC,HN,17,-,365
10,5,b,SVO,RC,ADV,18,-,335
10,5,b,SVO,RC,quantifier,19,-,454
10,5,b,SVO,RC,main-V1,20,-,445
10,5,b,SVO,RC,main-V2,21,-,919
10,5,b,SVO,RC,,?,1,4460
10,9,b,SVO,RC,comma,11,-,468
10,9,b,SVO,RC,RC-V1,12,-,420
10,9,b,SVO,RC,RC-V2,13,-,507
10,9,b,SVO,RC,DCL,14,-,418
10,9,b,SVO,RC,DP,15,-,330
10,9,b,SVO,RC,DE,16,-,449
10,9,b,SVO,RC,HN,17,-,394
10,9,b,SVO,RC,ADV,18,-,365
10,9,b,SVO,RC,quantifier,19,-,424
10,9,b,SVO,RC,main-V1,20,-,365
10,9,b,SVO,RC,main-V2,21,-,888
10,9,b,SVO,RC,,?,1,3424
10,13,b,SVO,RC,comma,11,-,450
10,13,b,SVO,RC,RC-V1,12,-,393
10,13,b,SVO,RC,RC-V2,13,-,344
10,13,b,SVO,RC,DCL,14,-,364
10,13,b,SVO,RC,DP,15,-,484
10,13,b,SVO,RC,DE,16,-,375
10,13,b,SVO,RC,HN,17,-,419
10,13,b,SVO,RC,ADV,18,-,359
10,13,b,SVO,RC,quantifier,19,-,375
10,13,b,SVO,RC,main-V1,20,-,340
10,13,b,SVO,RC,main-V2,21,-,475
10,13,b,SVO,RC,,?,1,8885
10,17,b,SVO,RC,comma,11,-,817
10,17,b,SVO,RC,RC-V1,12,-,404
10,17,b,SVO,RC,RC-V2,13,-,354
10,17,b,SVO,RC,DCL,14,-,309
